protein_id,refseq_product
WP_010994663.1,cell division protein SepF
WP_010994664.1,pyrroline-5-carboxylate reductase
WP_010994665.1,DEAD/DEAH box helicase
WP_010994666.1,hypothetical protein
WP_010994667.1,TIGR03643 family protein
WP_010994668.1,glycerol-3-phosphate 1-O-acyltransferase PlsY
WP_010994669.1,GumC family protein
WP_010994671.1,polysaccharide biosynthesis/export family protein
WP_010994672.1,cyanoexosortase B system-associated protein
WP_010994673.1,cyanoexosortase B
WP_010994675.1,type I restriction-modification system subunit M
WP_010994676.1,hypothetical protein
WP_010994677.1,"Fic family protein, partial"
WP_010994679.1,hypothetical protein
WP_010994681.1,hypothetical protein
WP_010994682.1,Uma2 family endonuclease
WP_010994683.1,AAA family ATPase
WP_010994684.1,DUF4276 family protein
WP_010994687.1,metal-binding protein
WP_010994688.1,nucleoside triphosphate pyrophosphohydrolase
WP_010994689.1,thioredoxin family protein
WP_010994690.1,chlorophyll a/b-binding protein
WP_010994691.1,FAD-dependent thymidylate synthase
WP_010994692.1,photosystem II assembly protein Psb34
WP_010994693.1,carbohydrate kinase family protein
WP_010994694.1,DUF4359 domain-containing protein
WP_010994696.1,uroporphyrinogen-III C-methyltransferase
WP_010994697.1,response regulator
WP_010994698.1,RluA family pseudouridine synthase
WP_010994699.1,phycoerythrocyanin subunit beta
WP_010994700.1,phycoerythrocyanin alpha chain
WP_010994701.1,phycobilisome rod-core linker polypeptide
WP_010994702.1,HEAT repeat domain-containing protein
WP_010994703.1,HEAT repeat domain-containing protein
WP_010994704.1,phycocyanin subunit beta
WP_010994705.1,phycocyanin subunit alpha
WP_010994706.1,phycobilisome linker polypeptide
WP_010994707.1,phycobilisome linker polypeptide
WP_010994708.1,HEAT repeat domain-containing protein
WP_010994709.1,HEAT repeat domain-containing protein
WP_010994710.1,phycobilisome rod-core linker polypeptide
WP_010994711.1,phycobilisome rod-core linker polypeptide
WP_010994712.1,phycobilisome rod-core linker polypeptide
WP_010994713.1,phycobilisome rod-core linker polypeptide
WP_010994714.1,class I SAM-dependent methyltransferase
WP_010994715.1,HD domain-containing protein
WP_010994716.1,L-glutamate gamma-semialdehyde dehydrogenase
WP_010994718.1,PAS domain S-box protein
WP_010994719.1,cobalamin-binding protein
WP_010994720.1,protealysin inhibitor emfourin
WP_010994721.1,rRNA large subunit pseudouridine synthase E
WP_010994722.1,PAS domain-containing sensor histidine kinase
WP_010994723.1,serine/threonine phosphatase
WP_010994724.1,FHA domain-containing serine/threonine-protein kinase
WP_010994725.1,four helix bundle protein
WP_010994726.1,DUF4327 family protein
WP_010994730.1,tetratricopeptide repeat protein
WP_010994731.1,acyltransferase
WP_010994732.1,DegT/DnrJ/EryC1/StrS family aminotransferase
WP_010994733.1,glycosyltransferase
WP_010994734.1,glycosyltransferase
WP_010994735.1,Uma2 family endonuclease
WP_010994738.1,hypothetical protein
WP_010994740.1,murein transglycosylase A
WP_010994741.1,hypothetical protein
WP_010994742.1,hypothetical protein
WP_010994743.1,CHAD domain-containing protein
WP_010994744.1,DUF3616 domain-containing protein
WP_010994745.1,NIL domain-containing protein
WP_010994746.1,thioredoxin family protein
WP_010994749.1,acetate--CoA ligase family protein
WP_010994751.1,TIGR03792 family protein
WP_010994752.1,phasin family protein
WP_010994753.1,FKBP-type peptidyl-prolyl cis-trans isomerase
WP_010994754.1,replicative DNA helicase
WP_010994755.1,50S ribosomal protein L9
WP_010994756.1,hydroxyacylglutathione hydrolase
WP_010994757.1,hypothetical protein
WP_010994758.1,glycosyltransferase family 4 protein
WP_010994759.1,ATP-binding cassette domain-containing protein
WP_010994760.1,glycosyltransferase
WP_010994762.1,Npun_R2821/Npun_R2822 family protein
WP_010994765.1,hypothetical protein
WP_010994767.1,hypothetical protein
WP_010994768.1,ABC1 kinase family protein
WP_010994769.1,hypothetical protein
WP_010994770.1,M1 family metallopeptidase
WP_010994771.1,hypothetical protein
WP_010994772.1,(2Fe-2S) ferredoxin domain-containing protein
WP_010994773.1,Asr1405/Asl0597 family protein
WP_010994774.1,S-layer homology domain-containing protein
WP_010994775.1,1-deoxy-D-xylulose-5-phosphate synthase
WP_010994776.1,hypothetical protein
WP_010994777.1,anthranilate phosphoribosyltransferase family protein
WP_010994778.1,LysR family transcriptional regulator
WP_010994779.1,helix-turn-helix domain-containing protein
WP_010994780.1,type II toxin-antitoxin system RelE/ParE family toxin
WP_010994781.1,HEAT repeat domain-containing protein
WP_010994782.1,ubiquinol-cytochrome c reductase iron-sulfur subunit
WP_010994783.1,ferredoxin--nitrite reductase
WP_010994784.1,CmpA/NrtA family ABC transporter substrate-binding protein
WP_010994785.1,nitrate ABC transporter permease
WP_010994786.1,nitrate ABC transporter ATP-binding protein
WP_010994787.1,nitrate ABC transporter ATP-binding protein
WP_010994788.1,molybdopterin oxidoreductase family protein
WP_010994790.1,nitrate reductase associated protein
WP_010994791.1,ferritin-like domain-containing protein
WP_010994792.1,HEAT repeat domain-containing protein
WP_010994793.1,phycobiliprotein lyase
WP_010994794.1,Crp/Fnr family transcriptional regulator
WP_010994795.1,hypothetical protein
WP_010994797.1,SAM-dependent methyltransferase
WP_010994798.1,tetratricopeptide repeat protein
WP_010994799.1,(Fe-S)-binding protein
WP_010994800.1,FAD-binding oxidoreductase
WP_010994802.1,calcium/proton exchanger
WP_010994803.1,DUF3536 domain-containing protein
WP_010994805.1,HNH endonuclease
WP_010994806.1,KGK domain-containing protein
WP_010994808.1,hypothetical protein
WP_010994810.1,universal stress protein
WP_010994811.1,phosphoenolpyruvate synthase
WP_010994812.1,hypothetical protein
WP_010994814.1,hybrid sensor histidine kinase/response regulator
WP_010994815.1,DUF4327 family protein
WP_010994817.1,YkvA family protein
WP_010994819.1,MotA/TolQ/ExbB proton channel family protein
WP_010994820.1,ExbD/TolR family protein
WP_010994822.1,photosystem II biogenesis protein Psp29
WP_010994823.1,chromophore lyase CpcT/CpeT
WP_010994824.1,STAS domain-containing protein
WP_010994827.1,hypothetical protein
WP_010994828.1,Mrp/NBP35 family ATP-binding protein
WP_010994829.1,rod shape-determining protein RodA
WP_010994830.1,NAD(P)H dehydrogenase subunit NdhS
WP_010994832.1,cation:proton antiporter
WP_010994833.1,UDP-glucuronic acid decarboxylase family protein
WP_010994834.1,UDP-glucose dehydrogenase family protein
WP_010994835.1,Cys-tRNA(Pro) deacylase
WP_010994837.1,adenylate/guanylate cyclase domain-containing protein
WP_010994838.1,hypothetical protein
WP_010994839.1,alpha-amylase family glycosyl hydrolase
WP_010994840.1,WD40 repeat domain-containing protein
WP_010994841.1,CHAT domain-containing protein
WP_010994843.1,hypothetical protein
WP_010994844.1,hypothetical protein
WP_010994845.1,peptidoglycan-binding domain-containing protein
WP_010994848.1,vanadium-dependent haloperoxidase
WP_010994849.1,integrase
WP_010994851.1,hypothetical protein
WP_010994853.1,site-specific integrase
WP_010994854.1,tyrosine-type recombinase/integrase
WP_010994855.1,hypothetical protein
WP_010994857.1,hypothetical protein
WP_010994858.1,hypothetical protein
WP_010994859.1,type II toxin-antitoxin system VapC family toxin
WP_010994860.1,ATP-binding protein
WP_010994861.1,hypothetical protein
WP_010994863.1,hydrogenase small subunit
WP_010994864.1,hypothetical protein
WP_010994865.1,hypothetical protein
WP_010994866.1,hypothetical protein
WP_010994867.1,NifU family protein
WP_010994868.1,hypothetical protein
WP_010994869.1,carbamoyltransferase HypF
WP_010994870.1,HypC/HybG/HupF family hydrogenase formation chaperone
WP_010994871.1,hydrogenase formation protein HypD
WP_010994872.1,tautomerase family protein
WP_010994873.1,hydrogenase expression/formation protein HypE
WP_010994874.1,hydrogenase maturation nickel metallochaperone HypA
WP_010994875.1,hydrogenase nickel incorporation protein HypB
WP_010994878.1,sulfite exporter TauE/SafE family protein
WP_010994879.1,pentapeptide repeat-containing protein
WP_010994881.1,acetamidase/formamidase family protein
WP_010994884.1,trifunctional serine/threonine-protein kinase/ATP-binding protein/sensor histidine kinase
WP_010994885.1,trifunctional serine/threonine-protein kinase/ATP-binding protein/sensor histidine kinase
WP_010994886.1,Hsp70 family protein
WP_010994887.1,hypothetical protein
WP_010994888.1,"1,4-alpha-glucan branching enzyme"
WP_010994890.1,hypothetical protein
WP_010994892.1,hypothetical protein
WP_010994893.1,"peptidoglycan D,D-transpeptidase FtsI family protein"
WP_010994896.1,hypothetical protein
WP_010994897.1,hypothetical protein
WP_010994898.1,redox-regulated ATPase YchF
WP_010994899.1,hypothetical protein
WP_010994900.1,hypothetical protein
WP_010994902.1,glucosamine-6-phosphate deaminase
WP_010994903.1,HAD family hydrolase
WP_010994904.1,GAF domain-containing protein
WP_010994905.1,radical SAM protein
WP_010994906.1,4Fe-4S single cluster domain-containing protein
WP_010994907.1,urease accessory protein UreE
WP_010994909.1,urease accessory protein UreG
WP_010994912.1,carbohydrate ABC transporter permease
WP_010994913.1,YdeI/OmpD-associated family protein
WP_010994914.1,slipin family protein
WP_010994915.1,RNA recognition motif domain-containing protein
WP_010994916.1,30S ribosomal protein S21
WP_010994917.1,adenylate/guanylate cyclase domain-containing protein
WP_010994919.1,ribosome biogenesis GTPase YlqF
WP_010994921.1,3-deoxy-7-phosphoheptulonate synthase
WP_010994922.1,PAM68 family protein
WP_010994923.1,30S ribosomal protein S15
WP_010994924.1,universal stress protein
WP_010994925.1,bidirectional hydrogenase complex protein HoxE
WP_010994926.1,NuoF family protein
WP_010994927.1,type II toxin-antitoxin system VapC family toxin
WP_010994928.1,hypothetical protein
WP_010994929.1,BrnT family toxin
WP_010994930.1,BrnA antitoxin family protein
WP_010994931.1,hypothetical protein
WP_010994932.1,type II toxin-antitoxin system PemK/MazF family toxin
WP_010994933.1,eIF2A-related protein
WP_010994934.1,AAA-like domain-containing protein
WP_010994936.1,bidirectional hydrogenase complex protein HoxU
WP_010994937.1,DUF3122 domain-containing protein
WP_010994938.1,oxidoreductase
WP_010994939.1,CP12 domain-containing protein
WP_010994940.1,Ni/Fe hydrogenase subunit alpha
WP_010994941.1,RidA family protein
WP_010994942.1,GNAT family N-acetyltransferase
WP_010994943.1,bifunctional acetate--CoA ligase family protein/GNAT family N-acetyltransferase
WP_010994944.1,hydrogenase maturation protease
WP_010994945.1,4-hydroxyphenylpyruvate dioxygenase
WP_010994947.1,Mo-dependent nitrogenase C-terminal domain-containing protein
WP_010994948.1,response regulator transcription factor
WP_010994949.1,squalene--hopene cyclase
WP_010994950.1,glycosyltransferase
WP_010994951.1,hypothetical protein
WP_010994956.1,ribulose-phosphate 3-epimerase
WP_010994957.1,methylenetetrahydrofolate reductase
WP_010994958.1,2Fe-2S iron-sulfur cluster-binding protein
WP_010994959.1,hypothetical protein
WP_010994960.1,DUF3326 domain-containing protein
WP_010994961.1,CPBP family intramembrane glutamic endopeptidase
WP_010994963.1,carbohydrate ABC transporter permease
WP_010994964.1,lysophospholipid acyltransferase family protein
WP_010994965.1,calcium-binding protein
WP_010994966.1,SRPBCC family protein
WP_010994967.1,CPXCG motif-containing cysteine-rich protein
WP_010994968.1,B12-binding domain-containing radical SAM protein
WP_010994969.1,SemiSWEET family sugar transporter
WP_010994970.1,hypothetical protein
WP_010994971.1,chorismate synthase
WP_010994972.1,BolA family protein
WP_010994973.1,Grx4 family monothiol glutaredoxin
WP_010994974.1,MogA/MoaB family molybdenum cofactor biosynthesis protein
WP_010994975.1,photosystem II reaction center protein Psb28
WP_010994976.1,hypothetical protein
WP_010994977.1,general stress protein
WP_010994978.1,BON domain-containing protein
WP_010994979.1,CAAD domain-containing protein
WP_010994981.1,DevA family ABC transporter ATP-binding protein
WP_010994982.1,ABC transporter permease DevC
WP_010994983.1,ABC exporter membrane fusion protein
WP_010994984.1,TetR/AcrR family transcriptional regulator
WP_010994985.1,hypothetical protein
WP_010994986.1,DUF6745 domain-containing protein
WP_010994987.1,heterocyst-specific glycolipids-directing protein HglK
WP_010994990.1,hypothetical protein
WP_010994992.1,hypothetical protein
WP_010994993.1,glycoside hydrolase 100 family protein
WP_010994994.1,16S rRNA (cytosine(967)-C(5))-methyltransferase
WP_010994995.1,TerB family tellurite resistance protein
WP_010994997.1,response regulator transcription factor
WP_010994998.1,PAS domain S-box protein
WP_010995001.1,NADPH dehydrogenase NamA
WP_010995004.1,metal ABC transporter permease
WP_010995005.1,ArsR/SmtB family transcription factor
WP_010995006.1,metal ABC transporter ATP-binding protein
WP_010995007.1,metal ABC transporter substrate-binding protein
WP_010995009.1,hypothetical protein
WP_010995013.1,histone deacetylase family protein
WP_010995014.1,ATP-binding protein
WP_010995015.1,ATPase AAA
WP_010995017.1,30S ribosomal protein S21
WP_010995019.1,TatA/E family twin arginine-targeting protein translocase
WP_010995020.1,photosystem II reaction center phosphoprotein PsbH
WP_010995021.1,photosystem II reaction center protein PsbN
WP_010995022.1,alpha-mannosidase
WP_010995023.1,hypothetical protein
WP_010995024.1,lysophospholipid acyltransferase family protein
WP_010995025.1,alpha/beta hydrolase
WP_010995026.1,SRPBCC family protein
WP_010995027.1,GAF domain-containing sensor histidine kinase
WP_010995028.1,hypothetical protein
WP_010995029.1,hypothetical protein
WP_010995030.1,HNH endonuclease
WP_010995031.1,alr0857 family protein
WP_010995032.1,DUF4870 domain-containing protein
WP_010995033.1,apolipoprotein N-acyltransferase
WP_010995034.1,DNA topoisomerase (ATP-hydrolyzing) subunit A
WP_010995035.1,mucoidy inhibitor MuiA family protein
WP_010995038.1,transferase
WP_010995039.1,ribulose bisphosphate carboxylase small subunit
WP_010995040.1,EutN/CcmL family microcompartment protein
WP_010995041.1,carbon dioxide-concentrating mechanism protein CcmK
WP_010995042.1,carbon dioxide-concentrating mechanism protein CcmK
WP_010995043.1,NAD(P)H-quinone oxidoreductase subunit F
WP_010995044.1,NADH-quinone oxidoreductase subunit M
WP_010995045.1,CO2 hydration protein
WP_010995046.1,HEAT repeat domain-containing protein
WP_010995047.1,chlorophyll a/b-binding protein
WP_010995048.1,nitrogenase iron protein
WP_010995049.1,alpha-amylase family glycosyl hydrolase
WP_010995050.1,DUF1823 family protein
WP_010995051.1,acylphosphatase
WP_010995052.1,GNAT family N-acetyltransferase
WP_010995053.1,zinc-dependent alcohol dehydrogenase family protein
WP_010995054.1,M3 family metallopeptidase
WP_010995055.1,DUF4278 domain-containing protein
WP_010995056.1,universal stress protein
WP_010995057.1,photosystem II reaction center protein PsbM
WP_010995058.1,2Fe-2S iron-sulfur cluster-binding protein
WP_010995059.1,photosystem II reaction center protein K
WP_010995060.1,trifunctional serine/threonine-protein kinase/ATP-binding protein/sensor histidine kinase
WP_010995061.1,DUF4126 domain-containing protein
WP_010995062.1,ribose-5-phosphate isomerase RpiA
WP_010995063.1,tetratricopeptide repeat protein
WP_010995066.1,DUF2267 domain-containing protein
WP_010995067.1,DJ-1/PfpI/YhbO family deglycase/protease
WP_010995068.1,SRPBCC family protein
WP_010995069.1,zinc-dependent alcohol dehydrogenase
WP_010995071.1,zinc-dependent alcohol dehydrogenase
WP_010995072.1,cupin domain-containing protein
WP_010995073.1,hypothetical protein
WP_010995075.1,DUF72 domain-containing protein
WP_010995076.1,DsbA family protein
WP_010995077.1,sulfurtransferase
WP_010995078.1,GTP-binding protein
WP_010995079.1,Calvin cycle protein CP12
WP_010995081.1,phosphate ABC transporter ATP-binding protein
WP_010995082.1,phosphate ABC transporter ATP-binding protein PstB
