protein_id,refseq_product
WP_011378519.1,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme
WP_011378521.1,metal ABC transporter ATP-binding protein
WP_011378522.1,site-2 protease family protein
WP_011378523.1,molecular chaperone DnaK
WP_011378524.1,PilW family protein
WP_011378525.1,orotate phosphoribosyltransferase
WP_011378529.1,COX15/CtaA family protein
WP_011378530.1,threonine--tRNA ligase
WP_011378531.1,hypothetical protein
WP_011378532.1,uroporphyrinogen-III C-methyltransferase
WP_039755415.1,UMP kinase
WP_039755442.1,hypothetical protein
WP_039755448.1,hypothetical protein
WP_039755450.1,geranylgeranyl reductase
WP_039755453.1,hypothetical protein
WP_039755458.1,exodeoxyribonuclease VII large subunit
WP_039755467.1,hypothetical protein
WP_039755475.1,type II toxin-antitoxin system RelE/ParE family toxin
WP_039755477.1,rod shape-determining protein
WP_039755486.1,AEC family transporter
WP_039755494.1,cysteine synthase A
WP_039755496.1,hypothetical protein
WP_039755500.1,hypothetical protein
WP_039755509.1,hypothetical protein
WP_039755513.1,hypothetical protein
WP_039755514.1,hypothetical protein
WP_039755524.1,DUF3110 domain-containing protein
WP_039755541.1,hypothetical protein
WP_039755558.1,hydantoinase B/oxoprolinase family protein
WP_039755577.1,phosphoenolpyruvate carboxylase
WP_039755578.1,hypothetical protein
WP_039755580.1,hypothetical protein
WP_039755581.1,hypothetical protein
WP_039755585.1,branched-chain amino acid ABC transporter permease
WP_039755588.1,hypothetical protein
WP_039755593.1,hypothetical protein
WP_039755600.1,hypothetical protein
WP_039755617.1,photosystem II cytochrome c-550
WP_039755620.1,M16 family metallopeptidase
WP_039755627.1,4-hydroxybenzoate solanesyltransferase
WP_039755639.1,hypothetical protein
WP_039755651.1,signal recognition particle protein
WP_039755656.1,23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN
WP_039755658.1,sodium:solute symporter family protein
WP_039755663.1,hypothetical protein
WP_039755667.1,alpha-mannosidase
WP_039755675.1,hypothetical protein
WP_039755680.1,RrF2 family transcriptional regulator
WP_039755692.1,ketol-acid reductoisomerase
WP_039755693.1,hypothetical protein
WP_039755696.1,hypothetical protein
WP_039755702.1,cyclin-dependent kinase inhibitor 3 family protein
WP_039755718.1,HlyD family secretion protein
WP_039755725.1,hypothetical protein
WP_039755728.1,cyclic nucleotide-binding domain-containing protein
WP_039755738.1,hypothetical protein
WP_039755741.1,lysophospholipid acyltransferase family protein
WP_039755754.1,Grx4 family monothiol glutaredoxin
WP_039755764.1,hypothetical protein
WP_039755778.1,hypothetical protein
WP_039755781.1,DUF4912 domain-containing protein
WP_039755782.1,hypothetical protein
WP_039755790.1,hypothetical protein
WP_039755798.1,alanine--tRNA ligase
WP_039755800.1,type II toxin-antitoxin system HicB family antitoxin
WP_039755809.1,superoxide dismutase
WP_039755810.1,photosystem II high light acclimation radical SAM protein
WP_039755814.1,GNAT family N-acetyltransferase
WP_039755816.1,IS1/IS1595 family N-terminal zinc-binding domain-containing protein
WP_039755818.1,hypothetical protein
WP_039755822.1,hypothetical protein
WP_039755827.1,hypothetical protein
WP_039755828.1,hypothetical protein
WP_039755830.1,hypothetical protein
WP_039755832.1,DUF3318 domain-containing protein
WP_039755834.1,hypothetical protein
WP_039755839.1,hypothetical protein
WP_039755844.1,prephenate/arogenate dehydrogenase
WP_039755845.1,helicase C-terminal domain-containing protein
WP_039755849.1,"glutamate-1-semialdehyde 2,1-aminomutase"
WP_039755853.1,ribulose-phosphate 3-epimerase
WP_039755858.1,thiazole synthase
WP_039755882.1,M20 metallopeptidase family protein
WP_039755888.1,ABC transporter ATP-binding protein
WP_039755904.1,50S ribosomal protein L19
WP_039755911.1,argininosuccinate lyase
WP_039755919.1,glutamate--cysteine ligase
WP_039755939.1,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
WP_039755956.1,photosystem II biogenesis protein Psp29
WP_039755959.1,arginine--tRNA ligase
WP_039755972.1,HAD family hydrolase
WP_039755983.1,pyridoxine 5'-phosphate synthase
WP_039755986.1,photosynthetic/respiratory NAD(P)H-quinone oxidoreductase subunit C
WP_039755989.1,tRNA lysidine(34) synthetase TilS
WP_039755993.1,ATP-dependent chaperone ClpB
WP_039756002.1,aspartate kinase
WP_039756003.1,LysE family translocator
WP_039756004.1,ABC transporter ATP-binding protein
WP_040113188.1,hypothetical protein
WP_040113190.1,hypothetical protein
WP_041674884.1,hypothetical protein
WP_041674885.1,hypothetical protein
WP_041674898.1,hypothetical protein
WP_041674944.1,hypothetical protein
WP_049749323.1,5-(carboxyamino)imidazole ribonucleotide mutase
WP_049749324.1,metallophosphoesterase
WP_049749325.1,hypothetical protein
WP_049749327.1,cation-translocating P-type ATPase
WP_049749333.1,hypothetical protein
WP_049749342.1,DUF3155 domain-containing protein
WP_070105208.1,DNA polymerase III subunit beta
WP_071818110.1,photosystem II reaction center protein Ycf12/Psb30
WP_071818112.1,helix-turn-helix domain-containing protein
WP_071818116.1,triose-phosphate isomerase
WP_071818118.1,di-heme oxidoredictase family protein
WP_071818119.1,hypothetical protein
WP_071818121.1,D-alanyl-D-alanine carboxypeptidase/D-alanyl-D-alanine endopeptidase
WP_081422168.1,phage integrase N-terminal SAM-like domain-containing protein
WP_081429504.1,helix-turn-helix domain-containing protein
WP_126146592.1,hypothetical protein
WP_126146781.1,hypothetical protein
WP_126147300.1,hypothetical protein
WP_126147644.1,hypothetical protein
WP_126147814.1,MSMEG_0570 family nitrogen starvation response protein
WP_126147952.1,hypothetical protein
WP_126148198.1,hypothetical protein
WP_126148199.1,hypothetical protein
WP_126148201.1,hypothetical protein
WP_152034137.1,hypothetical protein
WP_152034138.1,hypothetical protein
WP_155813833.1,hypothetical protein
WP_155813835.1,hypothetical protein
WP_155813853.1,magnesium/cobalt transporter CorA
WP_155813855.1,heterocyst frequency control protein PatD
WP_155813857.1,hypothetical protein
WP_155813861.1,hypothetical protein
WP_155813863.1,hypothetical protein
WP_155813866.1,hypothetical protein
WP_155813878.1,Coq4 family protein
WP_155813880.1,hypothetical protein
WP_155813884.1,hypothetical protein
WP_155813891.1,hypothetical protein
WP_155813895.1,hypothetical protein
WP_155813899.1,hypothetical protein
WP_155813902.1,hypothetical protein
WP_155813907.1,hypothetical protein
WP_155813908.1,glycosyltransferase
WP_155813911.1,hypothetical protein
WP_155813915.1,J domain-containing protein
WP_155813916.1,hypothetical protein
WP_155813919.1,hypothetical protein
WP_155813921.1,hypothetical protein
WP_155813922.1,hypothetical protein
WP_155813927.1,hypothetical protein
WP_155813928.1,Crp/Fnr family transcriptional regulator
WP_155813930.1,hypothetical protein
WP_155813933.1,hypothetical protein
WP_155813934.1,hypothetical protein
WP_155813972.1,peptide chain release factor 2
WP_155813977.1,hypothetical protein
WP_155813980.1,hypothetical protein
WP_155813991.1,hypothetical protein
WP_155813999.1,hypothetical protein
WP_155814000.1,diguanylate cyclase
WP_156141556.1,hypothetical protein
WP_161565872.1,alpha/beta hydrolase
WP_162010010.1,hypothetical protein
WP_162010011.1,hypothetical protein
WP_162010013.1,hypothetical protein
WP_162010020.1,transposase
WP_173282507.1,hypothetical protein
WP_173282512.1,photosystem I reaction center subunit IX
WP_173282515.1,response regulator
WP_173282518.1,DUF370 domain-containing protein
WP_173282520.1,hypothetical protein
WP_173282528.1,hypothetical protein
WP_173282536.1,hypothetical protein
WP_173282540.1,cysteine synthase A
WP_173282542.1,glutathione peroxidase
WP_173282550.1,UDP-N-acetylglucosamine 1-carboxyvinyltransferase
WP_173282566.1,nucleoside triphosphate pyrophosphatase
WP_173282570.1,glutamine-hydrolyzing GMP synthase
WP_173282573.1,2-phosphosulfolactate phosphatase family protein
WP_173282575.1,ABC transporter ATP-binding protein
WP_190528512.1,PIN/TRAM domain-containing protein
WP_190528534.1,DMT family transporter
WP_190528538.1,K(+)-transporting ATPase subunit C
WP_190528567.1,type II toxin-antitoxin system Phd/YefM family antitoxin
WP_190528583.1,transglycosylase domain-containing protein
WP_196794056.1,PAS domain S-box protein
WP_196794057.1,hypothetical protein
WP_196794059.1,DUF697 domain-containing protein
WP_196794062.1,F0F1 ATP synthase subunit A
WP_196794065.1,lipid-A-disaccharide synthase
WP_196794073.1,polyphosphate kinase 1
WP_196794074.1,potassium-transporting ATPase subunit KdpA
WP_196794078.1,tryptophan synthase subunit beta
WP_197058178.1,AAA-associated domain-containing protein
WP_199290539.1,hypothetical protein
WP_199290546.1,iron-containing alcohol dehydrogenase family protein
WP_199290547.1,hypothetical protein
WP_199290572.1,flavin prenyltransferase UbiX
WP_199290619.1,GNAT family N-acetyltransferase
WP_199290672.1,RNA metabolism
WP_199290675.1,YaaW family protein
WP_199290676.1,DUF3134 domain-containing protein
WP_199290689.1,tetratricopeptide repeat protein
WP_199290787.1,DedA family protein
WP_199290798.1,DUF4062 domain-containing protein
WP_199290799.1,BrnA antitoxin family protein
WP_231621282.1,dihydrofolate reductase family protein
WP_231621283.1,hypothetical protein
WP_231621284.1,TolC family protein
WP_231621285.1,PLP-dependent aminotransferase family protein
WP_231621286.1,DUF3769 domain-containing protein
WP_231621287.1,photosystem II protein PsbQ
WP_231621289.1,TerB family tellurite resistance protein
WP_231621290.1,molybdate ABC transporter permease subunit
WP_231621291.1,chaperonin family protein RbcX
WP_231621292.1,type 1 glutamine amidotransferase
WP_231621293.1,hypothetical protein
WP_231621294.1,YbjN domain-containing protein
WP_231621296.1,DUF305 domain-containing protein
WP_231621297.1,aquaporin family protein
WP_231621299.1,hypothetical protein
WP_231621300.1,hypothetical protein
WP_231621301.1,ABC transporter permease
WP_231621302.1,zinc ribbon domain-containing protein
WP_231621303.1,META domain-containing protein
WP_231621304.1,lipid-A-disaccharide synthase
WP_231621305.1,hypothetical protein
WP_231621306.1,LCP family protein
WP_231621307.1,response regulator
WP_231621308.1,DUF3120 domain-containing protein
WP_231621309.1,photosystem II repair protein Psb32
WP_231621310.1,"metal ABC transporter solute-binding protein, Zn/Mn family"
WP_231621311.1,serine/threonine-protein kinase
WP_231621312.1,molybdopterin molybdotransferase MoeA
WP_231621313.1,cation:proton antiporter
WP_231621315.1,DUF2281 domain-containing protein
WP_231621316.1,apolipoprotein N-acyltransferase
WP_231621319.1,photosystem II reaction center PsbP
WP_231621320.1,tetratricopeptide repeat protein
WP_231621321.1,DMT family transporter
WP_231621322.1,hypothetical protein
WP_231621323.1,SRPBCC family protein
WP_231621324.1,YgfZ/GcvT domain-containing protein
WP_231621325.1,calcium-binding protein
WP_231621326.1,Rne/Rng family ribonuclease
WP_231621327.1,DUF6825 family protein
WP_231621329.1,chemotaxis protein CheW
WP_231621330.1,response regulator
WP_231621331.1,D-hexose-6-phosphate mutarotase
WP_231621332.1,ArnT family glycosyltransferase
WP_231621333.1,hypothetical protein
WP_231621334.1,HD family phosphohydrolase
WP_231621337.1,hypothetical protein
WP_231621338.1,head-tail joining protein
WP_231621339.1,hypothetical protein
WP_231621340.1,transglutaminase-like domain-containing protein
WP_231621341.1,hypothetical protein
WP_231621343.1,LysM peptidoglycan-binding domain-containing M23 family metallopeptidase
WP_231621344.1,hypothetical protein
WP_231621346.1,PIN domain-containing protein
WP_231621347.1,hypothetical protein
WP_231621348.1,LptF/LptG family permease
WP_231621349.1,diguanylate cyclase
WP_231621350.1,CPBP family intramembrane glutamic endopeptidase
WP_231621351.1,glycosyltransferase family 2 protein
WP_231621352.1,alpha/beta hydrolase
WP_231621353.1,DUF2281 domain-containing protein
WP_231621354.1,diacylglycerol kinase family protein
WP_231621355.1,DUF2752 domain-containing protein
WP_231621356.1,response regulator
WP_231621357.1,ABC transporter ATP-binding protein
WP_231621358.1,ATP synthase subunit I
WP_231621359.1,succinate dehydrogenase cytochrome b subunit
WP_231621360.1,MEKHLA domain-containing protein
WP_231621361.1,calcium/sodium antiporter
WP_231621362.1,hypothetical protein
WP_231621364.1,phycobiliprotein lyase
WP_231621365.1,hypothetical protein
WP_231621366.1,GTP-binding protein
WP_231621367.1,ankyrin repeat domain-containing protein
WP_231621368.1,MBL fold metallo-hydrolase
WP_231621371.1,DedA family protein
WP_231621372.1,hypothetical protein
WP_231621373.1,sirohydrochlorin chelatase
WP_231621374.1,hypothetical protein
WP_231621375.1,hypothetical protein
WP_231621376.1,"metal ABC transporter solute-binding protein, Zn/Mn family"
WP_231621377.1,2OG-Fe(II) oxygenase
WP_231621378.1,agmatine deiminase family protein
WP_231621379.1,J domain-containing protein
WP_231621380.1,c-type cytochrome
WP_231621381.1,family 10 glycosylhydrolase
WP_231621382.1,HigA family addiction module antitoxin
WP_231621383.1,hypothetical protein
WP_231621384.1,alpha/beta hydrolase
WP_231621385.1,diheme cytochrome c
WP_231621386.1,DUF3307 domain-containing protein
WP_231621389.1,hypothetical protein
WP_231621390.1,DUF72 domain-containing protein
WP_231621391.1,SpoIID/LytB domain-containing protein
WP_231621392.1,CHRD domain-containing protein
WP_231621393.1,GAF domain-containing protein
WP_231621394.1,cyclic nucleotide-binding domain-containing protein
WP_231621395.1,Hfq-related RNA-binding protein
WP_231621396.1,ABC transporter substrate-binding protein
WP_231621402.1,twin-arginine translocase subunit TatC
WP_231621403.1,ATP-binding protein
WP_231621404.1,TVP38/TMEM64 family protein
WP_231621405.1,ribose-5-phosphate isomerase RpiA
WP_231621408.1,DUF4351 domain-containing protein
WP_231621409.1,hypothetical protein
WP_234701761.1,DUF3038 domain-containing protein
WP_234701778.1,RNA polymerase sigma factor SigF
WP_234910039.1,bifunctional metallophosphatase/5'-nucleotidase
WP_234910050.1,hypothetical protein
WP_247223783.1,hypothetical protein
WP_265574994.1,hypothetical protein
WP_265574996.1,hypothetical protein
WP_265575003.1,hypothetical protein
WP_265575004.1,hypothetical protein
WP_265575009.1,hypothetical protein
WP_265575013.1,chlorophyll a/b-binding protein
WP_265575056.1,hypothetical protein
WP_265575057.1,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme
WP_265575058.1,hypothetical protein
WP_265575060.1,hypothetical protein
WP_265575062.1,hypothetical protein
WP_265575063.1,hypothetical protein
WP_265575064.1,GPW/gp25 family protein
WP_265575067.1,hypothetical protein
WP_265575068.1,ATP-dependent Clp endopeptidase proteolytic subunit ClpP
WP_272912061.1,DNA (cytosine-5-)-methyltransferase
WP_272948005.1,enoyl-ACP reductase FabI
WP_272948008.1,tyrosine-type recombinase/integrase
WP_321167203.1,phosphate signaling complex protein PhoU
WP_321167206.1,GNAT family N-acetyltransferase
WP_321167209.1,aspartate aminotransferase family protein
WP_321167215.1,ATP-dependent Clp protease adapter ClpS
WP_367892162.1,YHYH domain-containing protein
WP_407830092.1,glutamate racemase
WP_407830096.1,peptide-methionine (R)-S-oxide reductase MsrB
WP_407830097.1,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE
WP_407830099.1,ABC1 kinase family protein
WP_407830100.1,MSMEG_0569 family flavin-dependent oxidoreductase
WP_407830101.1,endonuclease MutS2
WP_423218607.1,zinc-dependent alcohol dehydrogenase family protein
