old_locus_tag,protein_id
all4614,WP_010998745.1
all4615,WP_010998746.1
alr4616,WP_044523303.1
all4617,WP_010998748.1
all4618,WP_044523306.1
alr4619,WP_010998750.1
all4620,WP_010998751.1
alr4621,WP_044522253.1
all4622,WP_010998753.1
all4623,WP_011318830.1
alr4625,WP_010998756.1
alr4627,WP_041456726.1
alr4629,WP_010998760.1
all4630,WP_010998761.1
alr4631,WP_044522263.1
all4633,WP_010998764.1
alr4634,WP_010998765.1
all4635,WP_010998766.1
all4636,WP_010998767.1
alr4637,WP_010998768.1
all4639,WP_010998770.1
alr4641,WP_010998772.1
alr4642,WP_044523313.1
all4643,WP_010998774.1
all4644,WP_044522275.1
all4645,WP_010998776.1
alr4646,WP_010998777.1
all4647,WP_010998778.1
asr4648,WP_010998779.1
alr4649,WP_010998780.1
alr4650,WP_010998781.1
all4651,WP_010998782.1
all4652,WP_010998783.1
asr4653,WP_010998784.1
asl4654,WP_010998785.1
alr4655,WP_010998786.1
all4656,WP_010998787.1
alr4658,WP_010998789.1
all4659,WP_010998790.1
alr4660,WP_010998791.1
alr4661,WP_010998792.1
all4662,WP_010998793.1
all4663,WP_010998794.1
all4665,WP_010998796.1
all4666,WP_010998797.1
all4667,WP_010998798.1
all4668,WP_010998799.1
asr4669,WP_010998800.1
alr4670,WP_044522287.1
all4671,WP_010998802.1
alr4672,WP_010998803.1
all4673,WP_010998804.1
alr4674,WP_010998805.1
all4675,WP_010998806.1
all4677,WP_044522294.1
asr4678,WP_010998809.1
all4679,WP_010998810.1
all4680,WP_010998811.1
alr4681,WP_010998812.1
alr4682,WP_010998813.1
alr4683,WP_010998814.1
alr4684,WP_010998815.1
alr4685,WP_010998816.1
alr4686,WP_010998817.1
all4687,WP_010998818.1
all4688,WP_010998819.1
all4689,WP_010998820.1
all4690,WP_010998821.1
alr4691,WP_010998822.1
alr4692,WP_010998823.1
alr4693,WP_010998824.1
all4694,WP_010998825.1
alr4695,WP_010998826.1
alr4696,WP_010998827.1
all4698,WP_010998829.1
all4699,WP_010998830.1
alr4700,WP_010998831.1
alr4702,WP_044522304.1
alr4703,WP_010998834.1
all4704,WP_010998835.1
all4705,WP_010998836.1
alr4706,WP_044522307.1
asr4707,WP_010998838.1
all4708,WP_010998839.1
all4709,WP_010998840.1
all4710,WP_044522310.1
alr4711,WP_010998842.1
alr4712,WP_010998843.1
all4713,WP_010998844.1
alr4714,WP_010998845.1
alr4715,WP_010998846.1
alr4716,WP_010998847.1
alr4717,WP_010998848.1
alr4718,WP_010998849.1
all4719,WP_044522314.1
alr4720,WP_010998851.1
all4721,WP_010998852.1
all4722,WP_010998853.1
all4723,WP_010998854.1
all4724,WP_010998855.1
all4725,WP_010998856.1
all4726,WP_010998857.1
all4727,WP_010998858.1
all4729,WP_010998860.1
all4732,WP_010998863.1
alr4733,WP_010998864.1
alr4734,WP_010998865.1
all4736,WP_010998867.1
all4737,WP_010998868.1
alr4738,WP_010998869.1
alr4741,WP_044522318.1
alr4742,WP_010998873.1
asl4743,WP_010998874.1
all4744,WP_010998875.1
alr4745,WP_010998876.1
alr4746,WP_010998877.1
asr4747,WP_010998878.1
asl4748,WP_010998879.1
all4750,WP_010998881.1
all4751,WP_010998882.1
all4752,WP_010998883.1
asl4754,WP_010998885.1
alr4755,WP_010998886.1
all4757,WP_010998887.1
alr4758,WP_044522327.1
all4759,WP_010998889.1
all4760,WP_231865489.1
all4761,WP_010998891.1
all4762,WP_010998892.1
all4763,WP_010998893.1
alr4766,WP_010998896.1
all4767,WP_010998897.1
all4768,WP_010998898.1
alr4769,WP_010998899.1
all4770,WP_010998900.1
all4771,WP_010998901.1
alr4772,WP_010998902.1
alr4773,WP_010998903.1
all4774,WP_010998904.1
asr4775,WP_010998905.1
all4776,WP_044523317.1
alr4777,WP_010998907.1
all4778,WP_010998908.1
all4779,WP_010998909.1
all4780,WP_044522332.1
alr4781,WP_010998911.1
all4782,WP_010998912.1
alr4783,WP_010998913.1
alr4784,WP_044522336.1
alr4785,WP_010998915.1
alr4786,WP_044523321.1
alr4787,WP_010998917.1
alr4788,WP_010998918.1
all4789,WP_010998919.1
all4790,WP_010998920.1
all4791,WP_010998921.1
all4792,WP_010998922.1
all4793,WP_044522339.1
alr4794,WP_010998924.1
alr4795,WP_010998925.1
all4796,WP_044522344.1
alr4798,WP_010998928.1
all4799,WP_010998929.1
alr4800,WP_190449791.1
all4801,WP_010998931.1
all4802,WP_010998932.1
alr4803,WP_010998933.1
all4804,WP_010998934.1
asl4805,WP_010998935.1
alr4806,WP_010998936.1
alr4807,WP_010998937.1
alr4808,WP_010998938.1
asr4809,WP_010998939.1
alr4810,WP_010998940.1
alr4811,WP_010998941.1
alr4812,WP_010998942.1
all4813,WP_010998943.1
alr4814,WP_010998944.1
alr4815,WP_010998945.1
alr4819,WP_010998947.1
all4820,WP_044522357.1
alr4821,WP_010998949.1
all4822,WP_010998950.1
alr4823,WP_395939708.1
all4824,WP_010998952.1
all4825,WP_010998953.1
all4826,WP_010998954.1
all4829,WP_010998957.1
all4830,WP_044522366.1
alr4831,WP_010998959.1
all4832,WP_010998960.1
alr4833,WP_010998961.1
all4834,WP_010998962.1
all4835,WP_010998963.1
alr4836,WP_010998964.1
alr4837,WP_010998965.1
all4838,WP_010998966.1
alr4839,WP_044522369.1
alr4840,WP_010998968.1
alr4841,WP_010998969.1
alr4842,WP_010998970.1
all4843,WP_010998971.1
all4844,WP_010998972.1
all4845,WP_010998973.1
alr4846,WP_010998974.1
alr4847,WP_010998975.1
alr4848,WP_010998976.1
alr4849,WP_010998977.1
alr4850,WP_010998978.1
alr4851,WP_010998979.1
alr4852,WP_010998980.1
alr4853,WP_010998981.1
alr4854,WP_010998982.1
all4855,WP_010998983.1
all4857,WP_010998985.1
all4859,WP_010998987.1
asl4860,WP_010998988.1
all4861,WP_010998989.1
asl4862,WP_010998990.1
alr4863,WP_010998991.1
alr4864,WP_010998992.1
alr4866,WP_010998994.1
all4869,WP_010998995.1
alr4870,WP_010998996.1
all4871,WP_010998997.1
all4872,WP_010998998.1
all4873,WP_010998999.1
all4874,WP_010999000.1
all4875,WP_010999001.1
alr4876,WP_010999002.1
alr4877,WP_010999003.1
alr4878,WP_126987344.1
alr4879,WP_010999005.1
alr4880,WP_010999006.1
alr4881,WP_010999007.1
alr4882,WP_010999008.1
all4883,WP_010999009.1
all4884,WP_010999010.1
all4885,WP_010999011.1
all4886,WP_010999012.1
all4887,WP_010999013.1
alr4888,WP_010999014.1
alr4890,WP_010999016.1
alr4891,WP_010999017.1
all4892,WP_010999018.1
alr4893,WP_010999019.1
all4894,WP_044522383.1
all4895,WP_010999021.1
all4896,WP_044522385.1
alr4898,WP_044522386.1
asr4899,WP_010999025.1
all4902,WP_010999028.1
asl4903,WP_010999029.1
all4904,WP_010999030.1
alr4905,WP_010999031.1
all4906,WP_010999032.1
alr4907,WP_010999033.1
alr4908,WP_010999034.1
alr4909,WP_010999035.1
alr4911,WP_010999037.1
alr4912,WP_010999038.1
alr4913,WP_010999039.1
alr4914,WP_010999040.1
alr4915,WP_010999041.1
all4916,WP_010999042.1
alr4917,WP_010999043.1
asl4918,WP_010999044.1
alr4919,WP_010999045.1
asr4920,WP_010999046.1
alr4921,WP_010999047.1
alr4922,WP_010999048.1
all4923,WP_010999049.1
all4924,WP_010999050.1
all4925,WP_010999051.1
all4926,WP_010999052.1
all4927,WP_010999053.1
all4928,WP_044522391.1
all4929,WP_010999055.1
alr4930,WP_010999056.1
all4931,WP_010999057.1
alr4932,WP_010999058.1
all4933,WP_010999059.1
alr4934,WP_010999060.1
all4935,WP_010999061.1
all4936,WP_010999062.1
alr4938,WP_010999064.1
alr4939,WP_010999065.1
all4940,WP_010999066.1
alr4943,WP_044523338.1
alr4944,WP_010999070.1
all4945,WP_010999071.1
all4946,WP_010999072.1
all4947,WP_044522408.1
alr4949,WP_010999075.1
all4950,WP_010999076.1
asr4951,WP_010999077.1
alr4952,WP_010999078.1
alr4953,WP_010999079.1
alr4954,WP_010999080.1
all4955,WP_010999081.1
all4956,WP_010999082.1
alr4957,WP_010999083.1
alr4958,WP_010999084.1
asr4959,WP_010999085.1
all4960,WP_044522419.1
alr4961,WP_010999087.1
all4962,WP_010999088.1
all4963,WP_010999089.1
alr4965,WP_010999091.1
all4966,WP_010999092.1
all4967,WP_010999093.1
all4968,WP_010999094.1
all4969,WP_010999095.1
all4970,WP_010999096.1
all4972,WP_010999098.1
alr4973,WP_010999099.1
alr4974,WP_010999100.1
alr4975,WP_010999101.1
alr4976,WP_044522427.1
all4978,WP_010999104.1
alr4979,WP_010999105.1
all4980,WP_010999106.1
all4982,WP_010999108.1
all4983,WP_010999109.1
alr4984,WP_044522432.1
all4985,WP_010999111.1
all4986,WP_010999112.1
asr4987,WP_010999113.1
all4988,WP_010999114.1
all4989,WP_010999115.1
alr4990,WP_010999116.1
all4991,WP_010999117.1
alr4992,WP_044522434.1
alr4993,WP_010999119.1
alr4995,WP_010999121.1
alr4996,WP_010999122.1
asr4997,WP_010999123.1
all4999,WP_044523344.1
alr5000,WP_010999126.1
alr5001,WP_010999127.1
all5002,WP_010999128.1
all5003,WP_044522439.1
alr5005,WP_010999131.1
all5006,WP_044523348.1
alr5007,WP_010999133.1
all5008,WP_044523351.1
all5009,WP_010999135.1
alr5010,WP_044522441.1
all5011,WP_044522443.1
all5012,WP_010999138.1
all5013,WP_010999139.1
asl5015,WP_010999141.1
all5018,WP_010999144.1
all5019,WP_010999145.1
all5020,WP_010999146.1
alr5021,WP_010999147.1
all5022,WP_010999148.1
all5023,WP_010999149.1
all5024,WP_010999150.1
all5025,WP_010999151.1
all5026,WP_010999152.1
alr5027,WP_010999153.1
alr5028,WP_010999154.1
all5029,WP_010999155.1
alr5030,WP_044522448.1
alr5031,WP_010999157.1
alr5032,WP_010999158.1
alr5034,WP_044522451.1
alr5035,WP_010999161.1
all5036,WP_010999162.1
all5037,WP_010999163.1
all5038,WP_010999164.1
all5039,WP_010999165.1
all5040,WP_010999166.1
asl5041,WP_010999167.1
all5042,WP_010999168.1
all5043,WP_010999169.1
all5044,WP_010999170.1
alr5045,WP_010999171.1
all5046,WP_010999172.1
all5047,WP_010999173.1
alr5049,WP_044522458.1
alr5050,WP_044522459.1
alr5051,WP_010999177.1
all5052,WP_010999178.1
alr5053,WP_010999179.1
alr5055,WP_010999181.1
all5056,WP_010999182.1
all5057,WP_010999183.1
all5058,WP_010999184.1
alr5059,WP_010999185.1
all5060,WP_010999186.1
alr5061,WP_010999187.1
all5062,WP_010999188.1
all5063,WP_010999189.1
alr5065,WP_010999191.1
alr5066,WP_010999192.1
alr5067,WP_010999193.1
alr5068,WP_010999194.1
all5069,WP_044523356.1
alr5070,WP_010999196.1
asr5071,WP_010999197.1
all5073,WP_010999199.1
all5074,WP_044522467.1
alr5075,WP_044522469.1
all5076,WP_010999202.1
all5077,WP_010999203.1
all5078,WP_010999204.1
asl5079,WP_010999205.1
alr5081,WP_010999207.1
all5082,WP_010999208.1
alr5084,WP_044522472.1
asl5085,WP_010999211.1
alr5087,WP_010999213.1
all5088,WP_010999214.1
all5089,WP_010999215.1
all5090,WP_010999216.1
all5091,WP_044522477.1
all5093,WP_010999219.1
all5094,WP_044522479.1
alr5095,WP_010999221.1
all5096,WP_190449720.1
all5097,WP_010999223.1
all5098,WP_010999224.1
alr5099,WP_010999225.1
all5100,WP_010999226.1
alr5101,WP_010999227.1
all5102,WP_010999228.1
alr5103,WP_010999229.1
all5104,WP_010999230.1
all5105,WP_044522489.1
all5106,WP_010999232.1
all5107,WP_010999233.1
all5108,WP_044522492.1
all5110,WP_010999236.1
all5111,WP_049942513.1
all5112,WP_044522495.1
all5113,WP_010999239.1
all5114,WP_044522498.1
all5115,WP_010999241.1
all5116,WP_010999242.1
alr5117,WP_010999243.1
all5118,WP_010999244.1
all5119,WP_010999245.1
all5120,WP_010999246.1
alr5121,WP_010999247.1
all5122,WP_010999248.1
all5123,WP_010999249.1
alr5124,WP_010999250.1
alr5125,WP_010999251.1
alr5126,WP_010999252.1
alr5127,WP_010999253.1
asl5128,WP_010999254.1
alr5129,WP_010999255.1
all5130,WP_010999256.1
all5131,WP_010999257.1
all5132,WP_044522513.1
all5133,WP_044522515.1
alr5134,WP_010999260.1
alr5135,WP_010999261.1
all5136,WP_044522519.1
all5137,WP_010999263.1
all5138,WP_010999264.1
asr5139,WP_010999265.1
asr5142,WP_010999268.1
alr5143,WP_126987618.1
asr5144,WP_010999270.1
asr5145,WP_010999271.1
alr5147,WP_010999273.1
alr5148,WP_010999274.1
alr5149,WP_231865496.1
alr5150,WP_010999276.1
alr5151,WP_010999277.1
alr5152,WP_010999278.1
all5153,WP_010999279.1
alr5154,WP_010999280.1
alr5155,WP_010999281.1
alr5156,WP_158303727.1
alr5159,WP_010999283.1
alr5161,WP_010999285.1
alr5162,WP_010999286.1
all5163,WP_010999287.1
alr5164,WP_010999288.1
all5165,WP_010999289.1
all5166,WP_010999290.1
all5167,WP_010999291.1
alr5168,WP_010999292.1
all5169,WP_010999293.1
asl5170,WP_010999294.1
all5171,WP_010999295.1
all5172,WP_010999296.1
all5173,WP_010999297.1
all5174,WP_010999298.1
all5176,WP_044522544.1
all5177,WP_010999301.1
alr5178,WP_010999302.1
all5179,WP_010999303.1
alr5180,WP_010999304.1
alr5182,WP_010999306.1
asr5183,WP_010999307.1
all5184,WP_010999308.1
all5185,WP_010999309.1
alr5186,WP_010999310.1
alr5188,WP_010999312.1
alr5189,WP_010999313.1
alr5190,WP_010999314.1
all5191,WP_010999315.1
all5192,WP_126987108.1
all5193,WP_010999317.1
all5194,WP_010999318.1
all5195,WP_044522546.1
all5196,WP_010999320.1
alr5197,WP_010999321.1
alr5198,WP_231865497.1
alr5199,WP_010999323.1
alr5200,WP_049942516.1
alr5201,WP_010999325.1
alr5202,WP_010999326.1
alr5203,WP_010999327.1
alr5205,WP_231865498.1
all5206,WP_044523368.1
all5207,WP_010999331.1
alr5209,WP_010999333.1
all5210,WP_010999334.1
alr5211,WP_010999335.1
alr5212,WP_010999336.1
all5213,WP_010999337.1
alr5214,WP_010999338.1
all5215,WP_010999339.1
alr5216,WP_010999340.1
alr5217,WP_011319519.1
all5218,WP_010999342.1
all5219,WP_010999343.1
all5221,WP_158303728.1
all5222,WP_010999346.1
alr5223,WP_010999347.1
alr5224,WP_190449673.1
alr5225,WP_010999349.1
alr5226,WP_010999350.1
alr5229,WP_044522562.1
alr5230,WP_010999354.1
alr5233,WP_010999357.1
alr5234,WP_395939890.1
alr5235,WP_010999359.1
alr5236,WP_010999360.1
alr5237,WP_010999361.1
alr5238,WP_010999362.1
alr5239,WP_010999363.1
alr5240,WP_010999364.1
all5241,WP_010999365.1
alr5242,WP_010999366.1
alr5243,WP_190449672.1
all5244,WP_010999368.1
all5245,WP_044522568.1
all5246,WP_010999370.1
all5247,WP_044522569.1
alr5249,WP_010999373.1
all5250,WP_010999374.1
alr5251,WP_010999375.1
alr5252,WP_010999376.1
alr5253,WP_044522572.1
alr5254,WP_010999378.1
all5255,WP_010999379.1
alr5256,WP_010999380.1
all5258,WP_010999382.1
alr5259,WP_010999383.1
alr5260,WP_044523373.1
asr5262,WP_010999386.1
all5263,WP_010999387.1
all5264,WP_010999388.1
all5265,WP_010999389.1
alr5266,WP_010999390.1
all5267,WP_010999391.1
alr5269,WP_044522577.1
alr5270,WP_010999394.1
alr5271,WP_010999395.1
alr5272,WP_010999396.1
all5273,WP_010999397.1
all5274,WP_010999398.1
alr5275,WP_010999399.1
all5276,WP_044522580.1
asl5277,WP_010999401.1
all5278,WP_010999402.1
alr5279,WP_010999403.1
all5280,WP_010999404.1
all5281,WP_010999405.1
all5282,WP_010999406.1
alr5283,WP_010999407.1
alr5284,WP_010999408.1
alr5285,WP_010999409.1
alr5286,WP_044522584.1
alr5287,WP_010999411.1
all5288,WP_010999412.1
alr5291,WP_010999415.1
all5292,WP_010999416.1
alr5293,WP_010999417.1
alr5294,WP_010999418.1
all5295,WP_010999419.1
alr5296,WP_044522588.1
alr5297,WP_044522592.1
asr5298,WP_010999422.1
alr5299,WP_010999423.1
alr5300,WP_010999424.1
alr5301,WP_010999425.1
alr5302,WP_010999426.1
alr5303,WP_010999427.1
all5304,WP_010999428.1
all5305,WP_010999429.1
all5306,WP_010999430.1
alr5307,WP_044522594.1
all5308,WP_010999432.1
all5309,WP_010999433.1
all5310,WP_010999434.1
all5311,WP_010999435.1
asr5313,WP_010999437.1
alr5314,WP_010999438.1
all5315,WP_010999439.1
all5316,WP_010999440.1
alr5317,WP_044522601.1
alr5318,WP_010999442.1
alr5319,WP_010999443.1
alr5320,WP_010999444.1
all5321,WP_010999445.1
all5322,WP_010999446.1
all5323,WP_010999447.1
alr5324,WP_010999448.1
asl5325,WP_010999449.1
alr5326,WP_010999450.1
all5327,WP_010999451.1
alr5328,WP_010999452.1
alr5329,WP_010999453.1
alr5330,WP_010999454.1
alr5331,WP_010999455.1
alr5332,WP_010999456.1
alr5333,WP_010999457.1
all5334,WP_010999458.1
alr5335,WP_044522603.1
alr5338,WP_010999462.1
all5339,WP_010999463.1
alr5340,WP_010999464.1
all5341,WP_010999465.1
all5342,WP_010999466.1
all5343,WP_044522608.1
all5344,WP_010999468.1
all5345,WP_010999469.1
all5346,WP_010999470.1
all5347,WP_010999471.1
alr5348,WP_010999472.1
asr5350,WP_010999474.1
alr5351,WP_010999475.1
alr5353,WP_010999477.1
alr5354,WP_010999478.1
alr5355,WP_010999479.1
alr5357,WP_010999481.1
alr5358,WP_010999482.1
alr5360,WP_010999484.1
alr5361,WP_010999485.1
alr5362,WP_010999486.1
alr5363,WP_010999487.1
asr5364,WP_010999488.1
alr5367,WP_010999491.1
alr5368,WP_010999492.1
all5369,WP_044523375.1
alr5370,WP_044523377.1
all5371,WP_010999495.1
alr7007,WP_010994075.1
alr7009,WP_010999569.1
all7010,WP_010999570.1
all7011,WP_010999571.1
all7012,WP_010999572.1
all7013,WP_010999573.1
alr7014,WP_010999574.1
alr7015,WP_010999575.1
all7016,WP_010999576.1
alr7017,WP_231865603.1
alr7019,WP_010999579.1
alr7020,WP_231865594.1
all7021,WP_010999581.1
all7022,WP_237087583.1
asr7023,WP_010999583.1
all7026,WP_309295020.1
all7027,WP_044523571.1
alr7029,WP_010999589.1
all7030,WP_010999590.1
all7032,WP_010999592.1
all7033,WP_010999593.1
asl7034,WP_044523572.1
alr7036,WP_010999596.1
asr7037,WP_010999597.1
asr7038,WP_126987516.1
asr7039,WP_010999599.1
asr7040,WP_010999600.1
asr7041,WP_010999601.1
alr7042,WP_010999602.1
alr7043,WP_010999603.1
asr7044,WP_010999604.1
asr7045,WP_010999605.1
alr7046,WP_010999606.1
asr7047,WP_126987522.1
alr7048,WP_010999608.1
alr7049,WP_044523580.1
asr7050,WP_126987525.1
asl7051,WP_010999611.1
alr7052,WP_010999612.1
all7053,WP_010999613.1
all7054,WP_010999614.1
asl7056,WP_010999616.1
alr7057,WP_010999617.1
alr7058,WP_010999618.1
alr7059,WP_010999619.1
alr7062,WP_010999622.1
alr7063,WP_010999623.1
alr7064,WP_010999624.1
all7065,WP_010999625.1
all7066,WP_010999626.1
alr7068,WP_044523708.1
alr7069,WP_149028808.1
all7071,WP_010999631.1
all7072,WP_044523588.1
alr7073,WP_010999633.1
alr7074,WP_010999634.1
alr7075,WP_010999635.1
alr7076,WP_010999636.1
alr7077,WP_010999637.1
alr7078,WP_010999638.1
alr7079,WP_126987714.1
all7080,WP_010999640.1
all7081,WP_044523592.1
alr7082,WP_010999642.1
alr7083,WP_010999643.1
all7084,WP_010999644.1
all7085,WP_010999645.1
alr7086,WP_010999646.1
asr7087,WP_010999647.1
alr7088,WP_010999648.1
alr7089,WP_231865595.1
all7091,WP_010999651.1
alr7092,WP_010999652.1
alr7093,WP_010999653.1
alr7094,WP_010999654.1
alr7095,WP_010999655.1
alr7097,WP_010999657.1
all7098,WP_010999658.1
all7099,WP_010999659.1
alr7100,WP_010999660.1
alr7101,WP_010999661.1
alr7102,WP_010999662.1
alr7103,WP_010999663.1
all7108,WP_010999667.1
all7109,WP_010999668.1
all7110,WP_010999669.1
all7113,WP_010999670.1
all7116,WP_010999673.1
all7117,WP_010999674.1
asl7119,WP_084789149.1
all7120,WP_010999677.1
all7121,WP_010999678.1
all7122,WP_010999679.1
alr7124,WP_010999681.1
alr7125,WP_010999682.1
alr7127,WP_010999684.1
alr7129,WP_010999686.1
all7130,WP_010999687.1
all7131,WP_010999688.1
alr7132,WP_010999689.1
all7133,WP_010999690.1
all7134,WP_010999691.1
all7136,WP_010999693.1
all7137,WP_044523605.1
alr7138,WP_010999695.1
alr7139,WP_010999696.1
asr7140,WP_010999697.1
alr7141,WP_010999698.1
asr7142,WP_010999699.1
asr7143,WP_010999700.1
alr7144,WP_010999701.1
all7148,WP_044523722.1
alr7149,WP_010999706.1
all7150,WP_010999707.1
asr7152,WP_084789150.1
alr7153,WP_010999710.1
asr7154,WP_231865600.1
all7155,WP_044523613.1
asl7156,WP_010999713.1
alr7157,WP_010999714.1
all7158,WP_010999715.1
all7161,WP_010999718.1
alr7162,WP_010999719.1
alr7163,WP_010999720.1
all7165,WP_010999722.1
all7166,WP_010999723.1
all7167,WP_010999724.1
alr7168,WP_010999725.1
alr7169,WP_044523614.1
all7170,WP_010999727.1
all7171,WP_010999728.1
all7172,WP_010999729.1
all7173,WP_010999730.1
all7174,WP_049942537.1
all7175,WP_201799716.1
asl7176,WP_010999733.1
all7179,WP_010999734.1
asr7180,WP_010999735.1
all7182,WP_010999737.1
all7183,WP_010999738.1
all7185,WP_010999740.1
all7186,WP_044523618.1
all7187,WP_010999742.1
all7188,WP_010999743.1
alr7189,WP_010999744.1
alr7190,WP_010999745.1
alr7192,WP_010999747.1
all7193,WP_010999748.1
all7194,WP_010999749.1
all7195,WP_010999750.1
all7196,WP_010999751.1
all7197,WP_010999752.1
all7198,WP_010999753.1
alr7199,WP_010999754.1
alr7200,WP_010999755.1
alr7201,WP_010999756.1
alr7202,WP_044523624.1
alr7203,WP_010999758.1
alr7204,WP_010999759.1
alr7205,WP_011316312.1
alr7206,WP_010999761.1
alr7207,WP_010999762.1
alr7208,WP_231865581.1
alr7209,WP_010999764.1
alr7210,WP_010999765.1
alr7211,WP_010999766.1
alr7212,WP_010999767.1
alr7213,WP_010999768.1
alr7214,WP_010999769.1
alr7215,WP_010999770.1
alr7216,WP_010999771.1
all7218,WP_231865582.1
alr7219,WP_010999774.1
all7220,WP_010999775.1
all7221,WP_010999776.1
all7222,WP_010999777.1
all7223,WP_010999778.1
alr7224,WP_010999779.1
all7225,WP_149028810.1
all7226,WP_010999781.1
all7227,WP_010999782.1
alr7228,WP_010994068.1
all7229,WP_010999783.1
alr7231,WP_010994068.1
alr7232,WP_010999785.1
alr7233,WP_231865608.1
all7234,WP_010999787.1
all7235,WP_010999788.1
all7236,WP_010999789.1
asl7237,WP_010999790.1
all7238,WP_126987702.1
alr7239,WP_010999792.1
alr7241,WP_044523747.1
alr7242,WP_010999795.1
alr7243,WP_011316300.1
all7244,WP_010999797.1
all7245,WP_010999798.1
asl7248,WP_010999801.1
alr7249,WP_010999802.1
alr7253,WP_010999806.1
all7255,WP_010999808.1
asr7257,WP_010999810.1
asl7258,WP_010999811.1
all7259,WP_044523647.1
alr7261,WP_010999814.1
all7262,WP_010999815.1
alr7264,WP_010999817.1
all7265,WP_010999818.1
asl7266,WP_044523651.1
all7269,WP_010999821.1
all7270,WP_010999822.1
all7271,WP_010999823.1
all7272,WP_010999824.1
all7273,WP_010999825.1
all7274,WP_010999826.1
all7275,WP_010999827.1
all7277,WP_010999829.1
asl7281,WP_010999833.1
asl7283,WP_010999835.1
all7284,WP_010999836.1
all7285,WP_010999837.1
all7286,WP_010999838.1
all7287,WP_010999839.1
all7288,WP_010999840.1
asl7289,WP_010999841.1
all7290,WP_010999842.1
all7291,WP_010999843.1
asr7293,WP_010999845.1
alr7294,WP_010999846.1
alr7295,WP_199315954.1
alr7297,WP_010999849.1
alr7298,WP_010999850.1
alr7299,WP_010999851.1
alr7301,WP_010999853.1
alr7305,WP_010999855.1
all7309,WP_010999859.1
all7310,WP_010999860.1
alr7311,WP_323790861.1
alr7312,WP_010999862.1
all7313,WP_010999863.1
all7314,WP_010999864.1
all7315,WP_010999865.1
all7316,WP_010999866.1
all7317,WP_010999867.1
alr7318,WP_010999868.1
all7319,WP_010999869.1
all7320,WP_010999870.1
alr7321,WP_010999871.1
all7324,WP_010999873.1
alr7325,WP_010999874.1
alr7326,WP_010999875.1
alr7329,WP_044523673.1
all7331,WP_010999880.1
all7332,WP_044523679.1
alr7333,WP_010999882.1
alr7334,WP_010999883.1
all7335,WP_010999884.1
alr7336,WP_010999885.1
all7344,WP_010999893.1
alr7345,WP_010999894.1
alr7346,WP_010999895.1
all7347,WP_010999896.1
all7348,WP_010999897.1
alr7350,WP_010999899.1
all7351,WP_044523685.1
alr7352,WP_044523687.1
all7353,WP_010999902.1
alr7354,WP_010999903.1
all7355,WP_010999904.1
alr7357,WP_010999906.1
alr7358,WP_010999907.1
asl7359,WP_010999908.1
all7360,WP_010999909.1
alr7361,WP_010999910.1
all7362,WP_010999911.1
asr7363,WP_010999912.1
all7364,WP_010999913.1
asl7365,WP_010999914.1
all7368,WP_010999917.1
all7369,WP_010999918.1
all7370,WP_010999919.1
asr7371,WP_010999920.1
all7373,WP_044523694.1
all7374,WP_010999923.1
all7377,WP_010999925.1
alr7378,WP_010999926.1
all7379,WP_010999927.1
alr7381,WP_084789153.1
all7382,WP_231865593.1
alr7383,WP_010999931.1
alr7384,WP_010999932.1
alr7386,WP_010999934.1
alr7503,WP_010993831.1
alr7504,WP_044520211.1
alr7506,WP_010993834.1
alr7507,WP_010993835.1
alr7508,WP_010993836.1
all7510,WP_010993838.1
alr7511,WP_010993839.1
alr7512,WP_081584142.1
alr7513,WP_010993841.1
alr7514,WP_010993842.1
alr7515,WP_010993843.1
alr7517,WP_010993845.1
alr7518,WP_010993846.1
all7521,WP_010993849.1
alr7522,WP_010993850.1
all7523,WP_010993851.1
alr7524,WP_044520219.1
all7525,WP_044520221.1
alr7526,WP_010993854.1
all7527,WP_010993855.1
alr7528,WP_010993856.1
alr7529,WP_010993857.1
alr7530,WP_010993858.1
alr7531,WP_010993859.1
alr7532,WP_010993860.1
alr7533,WP_010993861.1
alr7534,WP_010993862.1
alr7535,WP_010993863.1
alr7536,WP_010993864.1
alr7537,WP_010993865.1
alr7538,WP_044520225.1
alr7539,WP_044520269.1
alr7540,WP_010993868.1
alr7541,WP_049942275.1
asr7542,WP_010993870.1
alr7543,WP_010993871.1
alr7544,WP_010993872.1
alr7545,WP_010993873.1
alr7546,WP_231865448.1
all7547,WP_010993875.1
asr7548,WP_010993876.1
alr7549,WP_010993877.1
alr7550,WP_010993878.1
alr7551,WP_044520275.1
alr7552,WP_010993880.1
alr7553,WP_010993881.1
asr7554,WP_010993882.1
alr7555,WP_010993883.1
alr7556,WP_010993884.1
alr7557,WP_010993885.1
alr7558,WP_010993886.1
alr7559,WP_010993887.1
alr7560,WP_010993888.1
alr7561,WP_010993889.1
alr7562,WP_084789056.1
all7563,WP_010993891.1
all7564,WP_010993892.1
alr7565,WP_010993893.1
alr7566,WP_010993894.1
alr7567,WP_044520234.1
alr7568,WP_010993896.1
alr7569,WP_010993897.1
alr7570,WP_010993898.1
all7571,WP_010993899.1
alr7572,WP_010993900.1
alr7573,WP_010993901.1
alr7574,WP_416365147.1
alr7575,WP_010993903.1
alr7576,WP_010993904.1
all7577,WP_010993905.1
all7578,WP_010993906.1
alr7579,WP_010993907.1
alr7580,WP_010993908.1
alr7581,WP_010993909.1
