protein_id_7942,protein_id_anabaena,locus_tag_7942,locus_tag_anabaena,ortholog_method,rbh_confirmed
WP_011243073.1,WP_010994391.1,Synpcc7942_0775,alr0214,RBH,True
WP_011244153.1,WP_010996238.1,Synpcc7942_2255,all2080,RBH,True
WP_011244797.1,WP_010997040.1,Synpcc7942_1502,alr2889,RBH,True
WP_011243880.1,WP_044522778.1,Synpcc7942_2540,all1020,RBH,True
WP_011242683.1,WP_010997984.1,Synpcc7942_1179,alr3843,RBH,True
WP_011242458.1,WP_044521146.1,Synpcc7942_1411,alr1961,RBH,True
WP_011243746.1,WP_010998176.1,Synpcc7942_0070,alr4036,RBH,True
WP_011242754.1,WP_010996921.1,Synpcc7942_1107,alr2768,RBH,True
WP_011244617.1,WP_010996915.1,Synpcc7942_1786,alr2762,RBH,True
WP_011242933.1,WP_199315895.1,Synpcc7942_0921,asl4507,RBH,True
WP_011242753.1,WP_010998076.1,Synpcc7942_1108,asr3935,RBH,True
WP_011377619.1,WP_010997611.1,Synpcc7942_0550,all3461,RBH,True
WP_011377909.1,WP_010998995.1,Synpcc7942_1192,all4869,RBH,True
WP_011377684.1,WP_010998463.1,Synpcc7942_0690,asl4325,RBH,True
WP_011244335.1,WP_010996597.1,Synpcc7942_2068,all2441,RBH,True
WP_011378469.1,WP_010995204.1,Synpcc7942_2451,alr1030,RBH,True
WP_011244110.1,WP_010994922.1,Synpcc7942_2300,all0748,RBH,True
WP_011243493.1,WP_010994186.1,Synpcc7942_0332,asl0009,RBH,True
WP_011244049.1,WP_231865526.1,Synpcc7942_2364,all2053,RBH,True
WP_011243043.1,WP_010997978.1,Synpcc7942_0807,all3837,RBH,True
WP_011242507.1,WP_010994363.1,Synpcc7942_1361,all0186,RBH,True
WP_011243480.1,WP_010999380.1,Synpcc7942_0345,alr5256,RBH,True
WP_011244085.1,WP_044520679.1,Synpcc7942_2327,alr0613,RBH,True
WP_011244014.1,WP_010995977.1,Synpcc7942_2401,alr1809,RBH,True
WP_011244707.1,WP_010994618.1,Synpcc7942_1693,alr0442,RBH,True
WP_011242972.1,WP_010998471.1,Synpcc7942_0880,all4333,RBH,True
WP_011378422.1,WP_010998696.1,Synpcc7942_2356,alr4564,RBH,True
WP_011377798.1,WP_010998046.1,Synpcc7942_0936,alr3905,RBH,True
WP_011378434.1,WP_010997998.1,Synpcc7942_2377,alr3857,RBH,True
WP_011244136.1,WP_010996152.1,Synpcc7942_2273,all1991,RBH,True
WP_011243801.1,WP_010996702.1,Synpcc7942_0006,all2546,RBH,True
WP_231621385.1,WP_010998978.1,Synpcc7942_2239,alr4850,RBH,True
WP_011377683.1,WP_044522157.1,Synpcc7942_0689,all4324,RBH,True
WP_011242481.1,WP_010997080.1,Synpcc7942_1388,all2929,RBH,True
WP_011244622.1,WP_010997445.1,Synpcc7942_1781,asr3294,RBH,True
WP_011377513.1,WP_010997149.1,Synpcc7942_0261,alr2998,RBH,True
WP_011378046.1,WP_010996009.1,Synpcc7942_1472,all1841,RBH,True
WP_011377495.1,WP_010996532.1,Synpcc7942_0210,alr2376,RBH,True
WP_011243673.1,WP_010997541.1,Synpcc7942_0144,all3391,RBH,True
WP_011243403.1,WP_010999289.1,Synpcc7942_0425,all5165,RBH,True
WP_011377420.1,WP_010994738.1,Synpcc7942_0051,all0562,RBH,True
WP_011377939.1,WP_010996854.1,Synpcc7942_1258,all2701,RBH,True
WP_011243936.1,WP_010995256.1,Synpcc7942_2478,all1082,RBH,True
WP_011378084.1,WP_010995509.1,Synpcc7942_1562,alr1337,RBH,True
WP_011244203.1,WP_010998325.1,Synpcc7942_2204,asl4186,RBH,True
WP_011242644.1,WP_010994323.1,Synpcc7942_1220,asl0146,RBH,True
WP_011244772.1,WP_010996291.1,Synpcc7942_1476,all2133,RBH,True
WP_011378109.1,WP_010997938.1,Synpcc7942_1606,all3797,RBH,True
WP_011243538.1,WP_010995050.1,Synpcc7942_0286,all0876,RBH,True
WP_011244689.1,WP_010998781.1,Synpcc7942_1712,alr4650,RBH,True
WP_231621323.1,WP_010995026.1,Synpcc7942_0982,all0852,RBH,True
WP_011244089.1,WP_010998001.1,Synpcc7942_2323,asl3860,RBH,True
WP_011242685.1,WP_010997986.1,Synpcc7942_1177,asr3845,RBH,True
WP_011244407.1,WP_010998162.1,Synpcc7942_1999,asl4022,RBH,True
WP_011378241.1,WP_010997428.1,Synpcc7942_1924,alr3277,RBH,True
WP_011243229.1,WP_010998109.1,Synpcc7942_0607,alr3968,RBH,True
WP_011242457.1,WP_010996124.1,Synpcc7942_1412,alr1960,RBH,True
WP_011377489.1,WP_010996882.1,Synpcc7942_0200,alr2729,RBH,True
WP_011242490.1,WP_010995804.1,Synpcc7942_1380,alr1635,RBH,True
WP_011244184.1,WP_010998344.1,Synpcc7942_2223,asl4206,RBH,True
WP_011244231.1,WP_010998633.1,Synpcc7942_2174,all4500,RBH,True
WP_011242547.1,WP_010994743.1,Synpcc7942_1320,all0567,RBH,True
WP_011377617.1,WP_010999085.1,Synpcc7942_0544,asr4959,RBH,True
WP_011377605.1,WP_010998207.1,Synpcc7942_0514,alr4067,RBH,True
WP_011243149.1,WP_010994312.1,Synpcc7942_0693,all0135,RBH,True
WP_011377770.1,WP_010997127.1,Synpcc7942_0869,all2976,RBH,True
WP_011243037.1,WP_010997065.1,Synpcc7942_0814,asl2914,RBH,True
WP_011244630.1,WP_010996117.1,Synpcc7942_1772,asr1953,RBH,True
WP_011378213.1,WP_010998741.1,Synpcc7942_1840,alr4610,RBH,True
WP_011244790.1,WP_010995419.1,Synpcc7942_1494,alr1247,RBH,True
WP_011377922.1,WP_010994324.1,Synpcc7942_1219,all0147,RBH,True
WP_011243379.1,WP_010995481.1,Synpcc7942_0450,asr1309,RBH,True
WP_011377555.1,WP_010998156.1,Synpcc7942_0379,alr4016,RBH,True
WP_011377959.1,WP_010997533.1,Synpcc7942_1285,alr3382,RBH,True
WP_011244596.1,WP_044521981.1,Synpcc7942_1807,all3899,RBH,True
WP_011378336.1,WP_010997936.1,Synpcc7942_2142,alr3795,RBH,True
WP_011244018.1,WP_044521623.1,Synpcc7942_2397,alr3101,RBH,True
WP_231621329.1,WP_010996321.1,Synpcc7942_0857,all2163,RBH,True
WP_011244144.1,WP_010996707.1,Synpcc7942_2264,asl2551,RBH,True
WP_011243910.1,WP_010998597.1,Synpcc7942_2506,all4464,RBH,True
WP_011242448.1,WP_010995040.1,Synpcc7942_1422,all0866,RBH,True
WP_231621352.1,WP_010997264.1,Synpcc7942_0451,all3113,RBH,True
WP_011243363.1,WP_010998319.1,Synpcc7942_0467,all4180,RBH,True
WP_011243887.1,WP_010998146.1,Synpcc7942_2533,all4006,RBH,True
WP_011378323.1,WP_323790842.1,Synpcc7942_2116,all8511,RBH,True
WP_011243487.1,WP_010994958.1,Synpcc7942_0338,alr0784,RBH,True
WP_011244824.1,WP_010998641.1,Synpcc7942_1528,all4508,RBH,True
WP_011378447.1,WP_010997077.1,Synpcc7942_2404,alr2926,RBH,True
WP_011244826.1,WP_010999301.1,Synpcc7942_1530,all5177,RBH,True
WP_011378326.1,WP_010995331.1,Synpcc7942_2120,alr1158,RBH,True
WP_011244020.1,WP_010997083.1,Synpcc7942_2395,asr2932,RBH,True
WP_011242716.1,WP_010994972.1,Synpcc7942_1146,asr0798,RBH,True
WP_011242990.1,WP_010998797.1,Synpcc7942_0862,all4666,RBH,True
WP_011378465.1,WP_010998706.1,Synpcc7942_2443,all4574,RBH,True
WP_011243974.1,WP_044522230.1,Synpcc7942_2442,all4573,RBH,True
WP_011243708.1,WP_010998285.1,Synpcc7942_0108,asl4146,RBH,True
WP_011244111.1,WP_010994923.1,Synpcc7942_2299,asl0749,RBH,True
WP_011377677.1,WP_010998121.1,Synpcc7942_0675,alr3980,RBH,True
WP_011377864.1,WP_010994902.1,Synpcc7942_1103,all0727,RBH,True
WP_039755524.1,WP_010996587.1,Synpcc7942_2578,alr2431,RBH,True
WP_231621307.1,WP_011321022.1,Synpcc7942_1356,alr1967,RBH,True
WP_011244092.1,WP_010996126.1,Synpcc7942_2320,asl1962,RBH,True
WP_011378115.1,WP_010997567.1,Synpcc7942_1619,alr3417,RBH,True
WP_011377401.1,WP_010998932.1,Synpcc7942_0012,all4802,RBH,True
WP_011377919.1,WP_010994084.1,Synpcc7942_1213,all8026,RBH,True
WP_011242800.1,WP_010998728.1,Synpcc7942_1060,alr4597,RBH,True
WP_011243300.1,WP_044522937.1,Synpcc7942_0533,asr2172,RBH,True
WP_011242738.1,WP_010998584.1,Synpcc7942_1123,asl4451,RBH,True
WP_011242961.1,WP_044522154.1,Synpcc7942_0891,alr4308,RBH,True
WP_011378286.1,WP_010998007.1,Synpcc7942_2036,all3866,RBH,True
WP_011244767.1,WP_010996007.1,Synpcc7942_1470,asl1839,RBH,True
WP_011244058.1,WP_010994752.1,Synpcc7942_2355,alr0576,RBH,True
WP_011378049.1,WP_010995537.1,Synpcc7942_1478,all1365,RBH,True
WP_011243878.1,WP_010994338.1,Synpcc7942_2542,all0161,RBH,True
WP_011243593.1,WP_010999145.1,Synpcc7942_0232,all5019,RBH,True
WP_011242576.1,WP_010995005.1,Synpcc7942_1291,alr0831,RBH,True
WP_011244388.1,WP_010995114.1,Synpcc7942_2017,asl0940,RBH,True
WP_011377788.1,WP_010997752.1,Synpcc7942_0919,alr3603,RBH,True
WP_011243767.1,WP_010996786.1,Synpcc7942_0042,asl2630,RBH,True
WP_011244497.1,WP_010997448.1,Synpcc7942_1908,alr3297,RBH,True
WP_011244386.1,WP_010997974.1,Synpcc7942_2019,alr3833,RBH,True
WP_011244342.1,WP_010994661.1,Synpcc7942_2061,asr0485,RBH,True
WP_011242783.1,WP_010998920.1,Synpcc7942_1078,all4790,RBH,True
WP_011242621.1,WP_010994472.1,Synpcc7942_1243,alr0295,RBH,True
WP_011243769.1,WP_010997662.1,Synpcc7942_0040,alr3512,RBH,True
WP_011377815.1,WP_010997324.1,Synpcc7942_0989,all3173,RBH,True
WP_011377743.1,WP_010996630.1,Synpcc7942_0818,asr2474,RBH,True
WP_011242402.1,WP_010998389.1,Synpcc7942_1630,alr4251,RBH,True
WP_011377799.1,WP_010997884.1,Synpcc7942_0938,all3743,RBH,True
WP_011377729.1,WP_010998514.1,Synpcc7942_0790,all4377,RBH,True
WP_011243559.1,WP_010997144.1,Synpcc7942_0266,alr2993,RBH,True
WP_039755728.1,WP_010997081.1,Synpcc7942_1254,all2930,RBH,True
WP_011244177.1,WP_010998351.1,Synpcc7942_2230,all4213,RBH,True
WP_011377921.1,WP_010997035.1,Synpcc7942_1218,alr2884,RBH,True
WP_011242899.1,WP_010998944.1,Synpcc7942_0955,alr4814,RBH,True
WP_011243628.1,WP_010994609.1,Synpcc7942_0195,alr0433,RBH,True
WP_011378192.1,WP_044521338.1,Synpcc7942_1793,all2341,RBH,True
WP_011242410.1,WP_010997288.1,Synpcc7942_1460,asr3137,RBH,True
WP_011243597.1,WP_010998532.1,Synpcc7942_0228,asl4395,RBH,True
WP_011243594.1,WP_010998534.1,Synpcc7942_0231,all4397,RBH,True
WP_011378405.1,WP_010997343.1,Synpcc7942_2322,asl3192,RBH,True
WP_011244657.1,WP_010996621.1,Synpcc7942_1744,alr2465,RBH,True
WP_011243659.1,WP_044521541.1,Synpcc7942_0159,all2907,RBH,True
WP_011378119.1,WP_010998681.1,Synpcc7942_1636,asr4549,RBH,True
WP_011244815.1,WP_010995761.1,Synpcc7942_1520,asr1592,RBH,True
WP_011378160.1,WP_010998708.1,Synpcc7942_1727,alr4576,RBH,True
WP_011378191.1,WP_010994238.1,Synpcc7942_1790,all0061,RBH,True
WP_011378470.1,WP_010995203.1,Synpcc7942_2452,alr1029,RBH,True
WP_011242567.1,WP_010998953.1,Synpcc7942_1300,all4825,RBH,True
WP_011377606.1,WP_010998206.1,Synpcc7942_0515,alr4066,RBH,True
WP_011244791.1,WP_010995418.1,Synpcc7942_1495,alr1246,RBH,True
WP_011242730.1,WP_044521388.1,Synpcc7942_1131,asl2469,RBH,True
WP_011242460.1,WP_010995554.1,Synpcc7942_1409,alr1382,RBH,True
WP_011244702.1,WP_010996264.1,Synpcc7942_1698,alr2106,RBH,True
WP_039755442.1,WP_010996037.1,Synpcc7942_0416,all1873,RBH,True
WP_011244523.1,WP_044522799.1,Synpcc7942_1882,alr1216,RBH,True
WP_011242773.1,WP_010994435.1,Synpcc7942_1088,all0258,RBH,True
WP_231621360.1,WP_010998964.1,Synpcc7942_0268,alr4836,RBH,True
WP_231621403.1,WP_010997799.1,Synpcc7942_1438,alr3655,RBH,True
WP_011242381.1,WP_010997559.1,Synpcc7942_1611,asl3409,RBH,True
WP_011243245.1,WP_010999260.1,Synpcc7942_0590,alr5134,RBH,True
WP_011244648.1,WP_010998669.1,Synpcc7942_1753,alr4536,RBH,True
WP_231621373.1,WP_044520663.1,Synpcc7942_2611,alr0519,RBH,True
WP_011244576.1,WP_010999205.1,Synpcc7942_1828,asl5079,RBH,True
WP_011243254.1,WP_010994242.1,Synpcc7942_0581,all0065,RBH,True
WP_231621285.1,WP_010998869.1,Synpcc7942_1725,alr4738,RBH,True
WP_011377563.1,WP_010995510.1,Synpcc7942_0395,all1338,RBH,True
WP_011243988.1,WP_010994820.1,Synpcc7942_2428,alr0644,RBH,True
WP_011243221.1,WP_010998183.1,Synpcc7942_0615,alr4043,RBH,True
WP_011242517.1,WP_010996799.1,Synpcc7942_1352,all2643,RBH,True
WP_011242842.1,WP_010995102.1,Synpcc7942_1016,all0928,RBH,True
WP_011244572.1,WP_011317642.1,Synpcc7942_1832,alr4119,RBH,True
WP_011244607.1,WP_010995338.1,Synpcc7942_1796,asl1165,RBH,True
WP_173282518.1,WP_010994282.1,Synpcc7942_1027,asr0105,RBH,True
WP_011378250.1,WP_010997459.1,Synpcc7942_1952,asr3308,RBH,True
WP_011377412.1,WP_010994387.1,Synpcc7942_0038,all0210,RBH,True
WP_011244039.1,WP_010997692.1,Synpcc7942_2376,all3542,RBH,True
WP_231621291.1,WP_010995694.1,Synpcc7942_1535,alr1525,RBH,True
WP_011377500.1,WP_010997409.1,Synpcc7942_0217,alr3258,RBH,True
WP_011378132.1,WP_010998764.1,Synpcc7942_1660,all4633,RBH,True
WP_011378249.1,WP_010997538.1,Synpcc7942_1949,alr3388,RBH,True
WP_011243520.1,WP_010996965.1,Synpcc7942_0304,alr2814,RBH,True
WP_011378453.1,WP_010998524.1,Synpcc7942_2412,all4387,RBH,True
WP_011377620.1,WP_010997481.1,Synpcc7942_0551,alr3330,RBH,True
WP_011378114.1,WP_044521759.1,Synpcc7942_1613,alr3411,RBH,True
WP_011377538.1,WP_010994184.1,Synpcc7942_0334,all0007,RBH,True
WP_011242802.1,WP_010995516.1,Synpcc7942_1058,asr1344,RBH,True
WP_011243500.1,WP_010994200.1,Synpcc7942_0325,asr0023,RBH,True
WP_011244779.1,WP_010996622.1,Synpcc7942_1483,all2466,RBH,True
WP_199290539.1,WP_010994900.1,Synpcc7942_2185,alr0725,RBH,True
WP_011377822.1,WP_010994453.1,Synpcc7942_1000,alr0276,RBH,True
WP_011242955.1,WP_010997607.1,Synpcc7942_0897,asr3457,RBH,True
WP_011244781.1,WP_010995833.1,Synpcc7942_1485,asl1664,RBH,True
WP_011378390.1,WP_010994921.1,Synpcc7942_2289,all0747,RBH,True
WP_011377818.1,WP_010997022.1,Synpcc7942_0994,all2871,RBH,True
WP_011243362.1,WP_010998320.1,Synpcc7942_0468,asl4181,RBH,True
WP_011377957.1,WP_010995807.1,Synpcc7942_1283,all1638,RBH,True
WP_011242679.1,WP_010995876.1,Synpcc7942_1183,all1707,RBH,True
WP_011242446.1,WP_010995038.1,Synpcc7942_1424,all0864,RBH,True
WP_011377523.1,WP_010999263.1,Synpcc7942_0296,all5137,RBH,True
WP_231621287.1,WP_010995527.1,Synpcc7942_1678,all1355,RBH,True
WP_011243297.1,WP_010997493.1,Synpcc7942_0536,asr3342,RBH,True
WP_011242835.1,WP_010998631.1,Synpcc7942_1023,asr4498,RBH,True
WP_011378268.1,WP_010997122.1,Synpcc7942_1987,all2971,RBH,True
WP_011243002.1,WP_010997412.1,Synpcc7942_0850,asl3261,RBH,True
WP_011244725.1,WP_010995547.1,Synpcc7942_1675,alr1375,RBH,True
WP_011243311.1,WP_010997407.1,Synpcc7942_0521,all3256,RBH,True
WP_011378165.1,WP_010993965.1,Synpcc7942_1739,alr7637,RBH,True
WP_011242795.1,WP_010998735.1,Synpcc7942_1065,alr4604,RBH,True
WP_011243294.1,WP_010996301.1,Synpcc7942_0539,alr2143,RBH,True
WP_011243737.1,WP_010998909.1,Synpcc7942_0079,all4779,RBH,True
WP_011243330.1,WP_010999612.1,Synpcc7942_0502,alr7052,RBH,True
WP_011243588.1,WP_010998843.1,Synpcc7942_0237,alr4712,RBH,True
WP_011243405.1,WP_010998720.1,Synpcc7942_0423,asr4588,RBH,True
WP_011243560.1,WP_010997145.1,Synpcc7942_0265,asr2994,RBH,True
WP_011244567.1,WP_010994510.1,Synpcc7942_1837,all0334,RBH,True
WP_011243153.1,WP_010996919.1,Synpcc7942_0688,alr2766,RBH,True
WP_011244428.1,WP_010998096.1,Synpcc7942_1978,alr3955,RBH,True
WP_011244277.1,WP_010997576.1,Synpcc7942_2125,alr3426,RBH,True
WP_011244768.1,WP_010996008.1,Synpcc7942_1471,asl1840,RBH,True
WP_011243866.1,WP_010994944.1,Synpcc7942_2554,all0770,RBH,True
WP_011243599.1,WP_010995019.1,Synpcc7942_0226,asl0845,RBH,True
WP_011243154.1,WP_044520779.1,Synpcc7942_0687,all0937,RBH,True
WP_011377732.1,WP_010996501.1,Synpcc7942_0796,alr2345,RBH,True
WP_011242851.1,WP_010996643.1,Synpcc7942_1006,all2487,RBH,True
WP_011378477.1,WP_010998451.1,Synpcc7942_2465,asr4313,RBH,True
WP_011377671.1,WP_168370990.1,Synpcc7942_0664,alr7628,RBH,True
WP_011242388.1,WP_010997566.1,Synpcc7942_1618,alr3416,RBH,True
WP_011244690.1,WP_010998780.1,Synpcc7942_1711,alr4649,RBH,True
WP_011242545.1,WP_010998457.1,Synpcc7942_1322,asr4319,RBH,True
WP_011243416.1,WP_010998940.1,Synpcc7942_0412,alr4810,RBH,True
WP_011243702.1,WP_010994767.1,Synpcc7942_0114,all0591,RBH,True
WP_011242908.1,WP_044523614.1,Synpcc7942_0946,alr7169,RBH,True
WP_011243929.1,WP_010998459.1,Synpcc7942_2487,asr4321,RBH,True
WP_011243900.1,WP_010995856.1,Synpcc7942_2517,alr1687,RBH,True
WP_011244132.1,WP_044522275.1,Synpcc7942_2278,all4644,RBH,True
WP_011242928.1,WP_010999464.1,Synpcc7942_0926,alr5340,RBH,True
WP_011244571.1,WP_010999556.1,Synpcc7942_1833,alr8562,RBH,True
WP_011242934.1,WP_010998905.1,Synpcc7942_0920,asr4775,RBH,True
WP_011244328.1,WP_010996604.1,Synpcc7942_2075,asr2448,RBH,True
WP_011243476.1,WP_010998252.1,Synpcc7942_0349,all4113,RBH,True
WP_011243533.1,WP_011320507.1,Synpcc7942_0291,asl3112,RBH,True
WP_011378185.1,WP_044521138.1,Synpcc7942_1773,alr1954,RBH,True
WP_011378212.1,WP_010994509.1,Synpcc7942_1836,all0333,RBH,True
WP_011244227.1,WP_010996899.1,Synpcc7942_2178,alr2746,RBH,True
WP_011242818.1,WP_010998887.1,Synpcc7942_1042,all4757,RBH,True
WP_011244035.1,WP_010995337.1,Synpcc7942_2380,all1164,RBH,True
WP_011242937.1,WP_010994495.1,Synpcc7942_0917,asl0319,RBH,True
WP_011242667.1,WP_010996713.1,Synpcc7942_1196,asl2557,RBH,True
WP_011243201.1,WP_010999422.1,Synpcc7942_0636,asr5298,RBH,True
WP_011242588.1,WP_010997577.1,Synpcc7942_1278,asr3427,RBH,True
WP_011244384.1,WP_010997971.1,Synpcc7942_2021,asr3830,RBH,True
WP_011243269.1,WP_010997917.1,Synpcc7942_0565,all3776,RBH,True
WP_011242433.1,WP_010997800.1,Synpcc7942_1437,asl3656,RBH,True
WP_011377562.1,WP_010998015.1,Synpcc7942_0393,alr3874,RBH,True
WP_011244012.1,WP_010998506.1,Synpcc7942_2403,asl4369,RBH,True
WP_011243638.1,WP_010997247.1,Synpcc7942_0184,alr3096,RBH,True
WP_011377971.1,WP_010995295.1,Synpcc7942_1302,all1122,RBH,True
WP_011377828.1,WP_010998013.1,Synpcc7942_1009,all3872,RBH,True
WP_011243852.1,WP_199318882.1,Synpcc7942_2568,alr2984,RBH,True
WP_011244255.1,WP_010994859.1,Synpcc7942_2147,alr0683,RBH,True
WP_011243600.1,WP_010995020.1,Synpcc7942_0225,asl0846,RBH,True
WP_011378120.1,WP_010998680.1,Synpcc7942_1638,asl4547,RBH,True
WP_011378036.1,WP_010997061.1,Synpcc7942_1447,all2910,RBH,True
WP_011243531.1,WP_044521955.1,Synpcc7942_0293,alr3855,RBH,True
WP_011243526.1,WP_044520477.1,Synpcc7942_0298,all0085,RBH,True
WP_011377446.1,WP_010998283.1,Synpcc7942_0110,all4144,RBH,True
WP_011244483.1,WP_010997433.1,Synpcc7942_1921,all3282,RBH,True
WP_011243581.1,WP_010995444.1,Synpcc7942_0244,all1272,RBH,True
WP_011378378.1,WP_010994830.1,Synpcc7942_2257,asr0654,RBH,True
WP_011377439.1,WP_010998100.1,Synpcc7942_0100,alr3959,RBH,True
WP_011244301.1,WP_010996534.1,Synpcc7942_2102,asr2378,RBH,True
WP_011243912.1,WP_010996081.1,Synpcc7942_2504,alr1917,RBH,True
WP_011244628.1,WP_010996119.1,Synpcc7942_1774,asr1955,RBH,True
WP_011242977.1,WP_044522134.1,Synpcc7942_0875,alr4264,RBH,True
WP_011244527.1,WP_010994280.1,Synpcc7942_1877,alr0103,RBH,True
WP_011378225.1,WP_010995468.1,Synpcc7942_1866,alr1296,RBH,True
WP_006195022.1,WP_010995059.1,Synpcc7942_0456,asl0885,RBH,True
WP_011242385.1,WP_010997563.1,Synpcc7942_1615,alr3413,RBH,True
WP_011244284.1,WP_010995333.1,Synpcc7942_2118,alr1160,RBH,True
WP_011243285.1,WP_010995411.1,Synpcc7942_0548,all1239,RBH,True
WP_011377451.1,WP_010998765.1,Synpcc7942_0120,alr4634,RBH,True
WP_011377531.1,WP_010995964.1,Synpcc7942_0312,alr1796,RBH,True
WP_231621289.1,WP_010994995.1,Synpcc7942_1506,alr0821,RBH,True
WP_011243329.1,WP_010994751.1,Synpcc7942_0503,all0575,RBH,True
WP_011242943.1,WP_010996543.1,Synpcc7942_0911,asr2387,RBH,True
WP_231621384.1,WP_010997976.1,Synpcc7942_2256,all3835,RBH,True
WP_011244691.1,WP_010998779.1,Synpcc7942_1710,asr4648,RBH,True
WP_011243354.1,WP_010996222.1,Synpcc7942_0477,asl2061,RBH,True
WP_011378500.1,WP_044520472.1,Synpcc7942_2520,alr0053,RBH,True
WP_011244560.1,WP_010995335.1,Synpcc7942_1844,all1162,RBH,True
WP_011377419.1,WP_044520670.1,Synpcc7942_0049,all0563,RBH,True
WP_011243978.1,WP_010999398.1,Synpcc7942_2438,all5274,RBH,True
WP_126146592.1,WP_010996148.1,Synpcc7942_1069,all1987,RBH,True
WP_011244183.1,WP_010998345.1,Synpcc7942_2224,asl4207,RBH,True
WP_039755972.1,WP_010995232.1,Synpcc7942_1351,all1058,RBH,True
WP_011242840.1,WP_190449811.1,Synpcc7942_1018,alr3583,RBH,True
WP_011242497.1,WP_010998848.1,Synpcc7942_1373,alr4717,RBH,True
WP_011244650.1,WP_010994220.1,Synpcc7942_1751,asr0043,RBH,True
WP_011377433.1,WP_010994465.1,Synpcc7942_0085,alr0288,RBH,True
WP_011242804.1,WP_010995226.1,Synpcc7942_1056,alr1052,RBH,True
WP_011242617.1,WP_010997090.1,Synpcc7942_1247,asr2939,RBH,True
WP_011244378.1,WP_010997222.1,Synpcc7942_2027,alr3071,RBH,True
WP_011243724.1,WP_010997916.1,Synpcc7942_0092,alr3775,RBH,True
WP_011377467.1,WP_010999116.1,Synpcc7942_0149,alr4990,RBH,True
WP_011242473.1,WP_010998590.1,Synpcc7942_1396,asr4457,RBH,True
WP_011244586.1,WP_010997673.1,Synpcc7942_1818,asl3523,RBH,True
WP_011243244.1,WP_010999261.1,Synpcc7942_0591,alr5135,RBH,True
WP_011244094.1,WP_010994526.1,Synpcc7942_2318,all0350,RBH,True
WP_011243672.1,WP_010997382.1,Synpcc7942_0145,alr3231,RBH,True
WP_011243444.1,WP_010997925.1,Synpcc7942_0382,asl3784,RBH,True
WP_011242859.1,WP_010997818.1,Synpcc7942_0997,asl3674,RBH,True
WP_011378380.1,WP_010997991.1,Synpcc7942_2262,all3850,RBH,True
WP_011378512.1,WP_010998492.1,Synpcc7942_2536,all4355,RBH,True
WP_011244694.1,WP_044521018.1,Synpcc7942_1707,all1616,RBH,True
WP_011243916.1,WP_010998658.1,Synpcc7942_2500,alr4525,RBH,True
WP_272912061.1,WP_010998945.1,Synpcc7942_2460,alr4815,RBH,True
WP_011377947.1,WP_010995931.1,Synpcc7942_1267,all1763,RBH,True
WP_011244290.1,WP_010998798.1,Synpcc7942_2112,all4667,RBH,True
WP_011244618.1,WP_010996107.1,Synpcc7942_1785,all1943,RBH,True
WP_011242735.1,WP_010998618.1,Synpcc7942_1126,alr4485,RBH,True
WP_011377763.1,WP_010997675.1,Synpcc7942_0851,alr3525,RBH,True
WP_011243182.1,WP_010998216.1,Synpcc7942_0658,asr4076,RBH,True
WP_011243761.1,WP_010996445.1,Synpcc7942_0050,all2288,RBH,True
WP_011377575.1,WP_044521468.1,Synpcc7942_0429,all2736,RBH,True
WP_011244456.1,WP_010997537.1,Synpcc7942_1948,asr3387,RBH,True
WP_011243609.1,WP_010996893.1,Synpcc7942_0215,all2740,RBH,True
WP_011378060.1,WP_010995532.1,Synpcc7942_1508,alr1360,RBH,True
WP_011244209.1,WP_010998005.1,Synpcc7942_2198,alr3864,RBH,True
WP_011244317.1,WP_010998615.1,Synpcc7942_2086,asl4482,RBH,True
WP_011244387.1,WP_010997758.1,Synpcc7942_2018,asl3609,RBH,True
WP_011243464.1,WP_010997001.1,Synpcc7942_0361,asl2850,RBH,True
WP_011378506.1,WP_269083608.1,Synpcc7942_2528,alr4363,RBH,True
WP_011244400.1,WP_010996350.1,Synpcc7942_2005,all2192,RBH,True
WP_011244476.1,WP_010998809.1,Synpcc7942_1928,asr4678,RBH,True
WP_231621331.1,WP_010996862.1,Synpcc7942_0846,alr2709,RBH,True
WP_011243692.1,WP_044520681.1,Synpcc7942_0124,all0625,RBH,True
WP_011243630.1,WP_010998935.1,Synpcc7942_0193,asl4805,RBH,True
WP_011377398.1,WP_010996703.1,Synpcc7942_0007,all2547,RBH,True
WP_011242330.1,WP_044520859.1,Synpcc7942_1559,alr1276,RBH,True
WP_011378183.1,WP_044520708.1,Synpcc7942_1770,all0714,RBH,True
WP_011243484.1,WP_010996667.1,Synpcc7942_0341,all2511,RBH,True
WP_011377648.1,WP_010997039.1,Synpcc7942_0617,alr2888,RBH,True
WP_011242766.1,WP_010997942.1,Synpcc7942_1095,alr3801,RBH,True
WP_011242875.1,WP_010997940.1,Synpcc7942_0981,alr3799,RBH,True
WP_011242528.1,WP_010997231.1,Synpcc7942_1339,asr3080,RBH,True
WP_011377616.1,WP_010998907.1,Synpcc7942_0543,alr4777,RBH,True
WP_081429504.1,WP_010995839.1,Synpcc7942_0763,all1670,RBH,True
WP_011055158.1,WP_010996877.1,Synpcc7942_B2617,all2724,RBH,True
WP_011244503.1,WP_010999362.1,Synpcc7942_1902,alr5238,RBH,True
WP_011243573.1,WP_010995079.1,Synpcc7942_0252,asr0905,RBH,True
