# category is assigned from the Anabaena side only (Kushige's own curated scheme; Ito publishes no equivalent) -- see notebook Sec 2.
locus_tag_7942,locus_tag_anabaena,gene_symbol_7942,gene_symbol_anabaena,annotation_7942,annotation_anabaena,category,amplitude_cv_7942,amplitude_cv_anabaena,amp_pct_7942,amp_pct_anabaena,cycling_7942,cycling_anabaena
Synpcc7942_1782,alr3293,thrC,thrC,threonine synthase,threonine synthase,Amino acid biosynthesis,0.049497162704855956,0.47728510619754994,0.013916500994035786,0.827023988005997,AR,AR
Synpcc7942_1381,alr1297,,-,ABC transporter ATP binding protein,ABC transporter ATP binding protein,Transport and binding proteins,0.1539202856800577,0.30620620856417774,0.7045725646123261,0.3832458770614693,a,AR
Synpcc7942_0685,alr1896,groEL-2,groEL,60kD chaperonin 2,chaperonin GroEL,Cellular processes,0.20894448223538928,0.5465977186074538,0.8664015904572565,0.9010494752623688,AR,AR
Synpcc7942_2518,alr1879,glgA,-,glycogen synthase,glycogen synthase,Central intermediary metabolism,0.09891358838392617,0.20244957044907871,0.2747514910536779,0.05697151424287856,AR,AR
Synpcc7942_1708,alr0880,"prlC, opdA",-,oligopeptidase A,oligopeptidase A,Translation,0.1159354744748739,0.3016317049692998,0.4302186878727634,0.3658170914542729,AR,AR
Synpcc7942_1142,all0233,metS,-,methionyl-tRNA synthetase,methionyl-tRNA synthetase,Translation,0.13307669681475084,0.28699690415784435,0.5773359840954274,0.31521739130434784,a,AR
Synpcc7942_0645,alr3265,hemL,hemL,glutamate-1-semialdehyde aminomutase  (glutamate-1-semialdehyde aminotransferase),"glutamate-1-semialdehyde 2,1-aminomutase",Energy metabolism,0.06392006057369644,0.3127875491519912,0.05487077534791252,0.4091079460269865,AR,AR
Synpcc7942_1124,all4450,rnb,-,ribonuclease II,ribonuclease II,Transcription,0.1270902153729198,0.23161014357840784,0.5335984095427435,0.12799850074962518,AR,c
Synpcc7942_2000,alr4579,"mrcB, ponB",-,penicillin-binding protein,penicillin-binding protein,Cell envelope,0.09787594345795766,0.21468378873366478,0.27037773359840955,0.08339580209895052,AR,AR
Synpcc7942_1127,all5219,tldD,tldD,putative modulator of DNA gyrase; TldD,putative modulator of DNA gyrase; TldD,Other categories,0.11767663406752267,0.25386360332798413,0.44174950298210736,0.19808845577211395,AR,AR
Synpcc7942_2374,alr1312,,-,hypothetical protein,hypothetical protein,Hypothetical,0.1074958494780608,0.16785000692387114,0.3562624254473161,0.010494752623688156,AR,AR
Synpcc7942_1379,alr0939,accC,accC,"acetyl-CoA carboxylase, biotin carboxylase subunit","acetyl-CoA carboxylase, biotin carboxylase subunit","Biosynthesis of cofactors, prosthetic groups, and carriers",0.11214782418439481,0.2665701642187452,0.39443339960238566,0.24119190404797602,AR,AR
Synpcc7942_2029,alr1050,pgi,-,glucose-6-phosphate isomerase,glucose-6-phosphate isomerase,Energy metabolism,0.33789353035052544,0.3265759346812679,0.94831013916501,0.45464767616191903,b,AR
Synpcc7942_1003,all0328,trpE,-,anthranilate synthetase alpha-subunit,anthranilate synthetase alpha-subunit,Amino acid biosynthesis,0.09925037854422712,0.20220611403352387,0.27793240556660037,0.056409295352323835,AR,AR
Synpcc7942_0782,alr1978,,-,ATP-binding protein of ABC transporter,ATP-binding protein of ABC transporter,Transport and binding proteins,0.05903991083150272,0.18839860054329158,0.03499005964214712,0.03260869565217391,AR,AR
Synpcc7942_2475,alr3887,argH,-,L-argininosuccinate lyase,argininosuccinate lyase,Amino acid biosynthesis,0.11835181001904294,0.2647814224367433,0.4489065606361829,0.23556971514242878,a,AR
Synpcc7942_0039,alr5275,gnd,-,6-phosphogluconate dehydrogenase,6-phosphogluconate dehydrogenase,Energy metabolism,0.6954435317788515,0.5143806512315157,0.988469184890656,0.8697526236881559,b,b
Synpcc7942_1415,all4883,ndhB,ndhB,NADH dehydrogenase subunit 2,NADH dehydrogenase subunit 2,Photosynthesis and respiration,0.1060114192702025,0.19619893085893494,0.34433399602385684,0.04441529235382309,AR,AR
Synpcc7942_0708,all0592,,-,"hypothetical protein, predicted unusual protein kinase",hypothetical protein,Hypothetical,0.08815604467540226,0.2472587712362501,0.1952286282306163,0.17784857571214394,AR,AR
Synpcc7942_2117,all1053,gatA,-,glutamyl-tRNA(Gln) amidotransferase subunit A,glutamyl-tRNA (Gln) amidotransferase subunit A,Translation,0.06617345011921824,0.28967184636147325,0.06560636182902585,0.32252623688155924,AR,AR
Synpcc7942_1983,alr1832,pds,pds,phytoene dehydrogenase (phytoene desaturase),phytoene desaturase,"Biosynthesis of cofactors, prosthetic groups, and carriers",0.1404899816988232,0.3088631926687487,0.625844930417495,0.39261619190404795,a,c
Synpcc7942_2571,alr5324,"mrcA, ponA",-,penicillin-binding protein,penicillin-binding protein,Cell envelope,0.12382096603683518,0.5702672661011169,0.4982107355864811,0.9143553223388305,AR,AR
Synpcc7942_2526,alr3684,clpX,clpC,ATP-dependent protease ATPase subunit,ATP-dependent Clp protease regulatory subunit,Translation,0.14888521988188438,0.16062901885243133,0.6787276341948311,0.006184407796101949,a,AR
Synpcc7942_0830,alr3658,asnS,-,asparaginyl-tRNA synthetase,asparaginyl-tRNA synthetase,Translation,0.08887397637136434,0.2115510823312438,0.1996023856858847,0.07683658170914542,AR,AR
Synpcc7942_0640,alr4715,,-,ATP-binding protein of ABC transporter,ATP-binding protein of ABC transporter,Transport and binding proteins,0.1351333605582111,0.17443743331250317,0.5900596421471173,0.015179910044977511,AR,c
Synpcc7942_0118,alr1396,"pet112, gatB",-,glutamyl-tRNA(Gln) amidotransferase subunit B,glutamyl-tRNA (Gln) amidotransferase subunit B,Translation,0.09055606737240839,0.22447593048413228,0.21669980119284293,0.10644677661169415,AR,AR
Synpcc7942_2093,alr4158,"chpY, cupA",cupA,protein involved in low CO2-inducible high affinity CO2 uptake,hypothetical protein,Hypothetical,0.1437519146692649,0.2344382115556277,0.6481113320079522,0.13680659670164919,AR,AR
Synpcc7942_1014,all0926,,-,two-component hybrid sensor and regulator,two-component hybrid sensor and regulator,Regulatory functions,0.09742028691454117,0.4707092760993878,0.2671968190854871,0.818215892053973,AR,AR
Synpcc7942_0853,alr5103,dapL1,-,LL-diaminopimelate aminotransferase,aminotransferase,Other categories,0.13027049947004155,0.19513417342789358,0.5570576540755467,0.04272863568215892,a,AR
Synpcc7942_2109,all2146,,-,ATP-binding protein of ABC transporter,ATP-binding protein of ABC transporter,Transport and binding proteins,0.12921679338280453,0.3882071900826932,0.5506958250497018,0.6356821589205397,AR,AR
Synpcc7942_0868,alr4515,,-,hypothetical protein,hypothetical protein,Hypothetical,0.09132967302445948,0.2162764649869205,0.22306163021868788,0.08676911544227886,AR,AR
Synpcc7942_1001,alr3644,lysC,-,aspartate kinase,aspartate kinase,Energy metabolism,0.20726640962465753,0.46450070923076386,0.8644135188866799,0.8077211394302849,a,AR
Synpcc7942_0004,all3651,purF,-,amidophosphoribosyltransferase,amidophosphoribosyltransferase,"Purines, pyrimidines, nucleosides, and nucleotides",0.34962249061774126,0.45503370194642645,0.9491053677932405,0.7872938530734632,b,AR
Synpcc7942_0396,all3093,purH,purH,phosphoribosyl aminoimidazole carboxy formyl formyltransferase/inosinemonophosphate cyclohydrolase (PUR-H(J)),bifunctional purine biosynthesis protein,"Purines, pyrimidines, nucleosides, and nucleotides",0.16267172392208107,0.25255531291087546,0.747117296222664,0.1934032983508246,a,AR
Synpcc7942_0878,alr4331,rne,-,ribonuclease E,ribonuclease E,Transcription,0.1963883018006782,0.24948947975989424,0.8453280318091452,0.18365817091454273,a,AR
Synpcc7942_1439,alr0348,ndhD2,ndhD2a,NADH dehydrogenase subunit 4,NADH dehydrogenase subunit 4,Photosynthesis and respiration,0.13202893227324516,0.33953080003873815,0.5689860834990059,0.49512743628185907,AR,AR
Synpcc7942_0282,alr4806,gylA,-,serine hydroxymethyltransferase,serine hydroxymethyltransferase,Translation,0.09522262341067074,0.31703459436740483,0.24930417495029822,0.42391304347826086,AR,AR
Synpcc7942_0044,all0405,,-,hypothetical protein,hypothetical protein,Hypothetical,0.31414560414039244,0.2928458936583108,0.9411530815109344,0.3328335832083958,a,AR
Synpcc7942_1314,all4936,ftsH,ftsH,cell division protein FtsH,cell division protein,Cellular processes,0.11924059619172388,0.2605372382932667,0.45685884691848905,0.22263868065967016,AR,AR
Synpcc7942_0309,alr0869,ndhF4,ndhF4,NADH dehydrogenase subunit 5,NADH dehydrogenase subunit 5,Photosynthesis and respiration,0.11828396391768609,0.27040535862866116,0.44731610337972166,0.25487256371814093,AR,AR
Synpcc7942_1240,alr0607,nirA,nirA,ferredoxin--nitrite reductase,ferredoxin--nitrite reductase,Amino acid biosynthesis,0.10362801204138629,0.3252432656197444,0.321272365805169,0.450712143928036,AR,c
Synpcc7942_2390,all4970,,-,hydantoinase / oxoprolinase,hypothetical protein,Hypothetical,0.10832731488895932,0.2865321893888853,0.36461232604373756,0.3139055472263868,AR,AR
Synpcc7942_0105,alr2485,"nadE, adgA",-,glutamine-dependent NAD(+) synthetase,NH(3)-dependent NAD(+) synthetase,Other categories,0.11854551704886165,0.2730597236303247,0.45009940357852884,0.266304347826087,AR,AR
Synpcc7942_1771,alr1952,ffh,-,signal recognition particle protein,signal recognition particle protein,Cellular processes,0.12652383165225015,0.19752090032346922,0.5256461232604374,0.04703898050974513,a,AR
Synpcc7942_0315,alr3395,purB,-,adenylosuccinate lyase,adenylosuccinate lyase,"Purines, pyrimidines, nucleosides, and nucleotides",0.04573498919130742,0.26554361547125577,0.007952286282306162,0.23706896551724138,AR,AR
Synpcc7942_0893,all3572,psbAII,psbAIV,photosystem II reaction center D1 protein,photosystem II reaction center D1 protein,Photosynthesis and respiration,0.1518785821380992,0.48238098490298736,0.6930417495029821,0.8330209895052474,a,b
Synpcc7942_0713,all2501,,-,hypothetical protein,hypothetical protein,Hypothetical,0.07951051821666678,0.21217072861689887,0.136779324055666,0.07833583208395802,AR,AR
Synpcc7942_0276,alr5269,glcD,glcD,glycolate dehydrogenase,glycolate dehydrogenase,Energy metabolism,0.12701620610956815,0.4329326011251658,0.5324055666003976,0.7432533733133433,a,AR
Synpcc7942_0211,alr2377,cobQ,-,cobyric acid synthase,cobyric acid synthase,"Biosynthesis of cofactors, prosthetic groups, and carriers",0.11950544920474195,0.35669244590529653,0.45765407554671966,0.5477886056971514,AR,AR
Synpcc7942_2143,all3794,trpB,trpB,tryptophan synthase beta subunit,tryptophan synthase beta subunit,Amino acid biosynthesis,0.08645703438305961,0.37263611620740456,0.18210735586481114,0.5931409295352323,AR,AR
Synpcc7942_0385,alr0128,chlP,chlP,geranylgeranyl hydrogenase,geranylgeranyl reductase,"Biosynthesis of cofactors, prosthetic groups, and carriers",0.14074362264069462,0.25519693780283603,0.6282306163021869,0.20277361319340328,a,AR
Synpcc7942_0082,all0640,mdlB,-,ATP-binding protein of ABC transporter,ATP-binding protein of ABC transporter,Transport and binding proteins,0.12350772410144012,0.40647815379503355,0.49582504970178926,0.6821589205397302,a,AR
Synpcc7942_2512,alr1222,,-,hypothetical protein,hypothetical protein,Hypothetical,0.10848860308880917,0.17723224353759498,0.3669980119284294,0.01780359820089955,a,AR
Synpcc7942_1259,all2700,,-,putative arsenical pump-driving ATPase,probable arsenical pump-driving ATPase,Other categories,0.13394703833743787,0.4366793349774061,0.5813121272365805,0.7524362818590704,AR,AR
Synpcc7942_0603,all4645,"glgC, agp",agp,glucose-1-phosphate adenylyltransferase,glucose-1-phosphate adenylyltransferase,Central intermediary metabolism,0.09647240605231773,0.31070210674026977,0.2584493041749503,0.39936281859070466,AR,AR
Synpcc7942_0618,alr1414,"ahcY, sahH",-,adenosylhomocysteinase,adenosylhomocysteinase,Other categories,0.0977472725515252,0.21342248392959307,0.2691848906560636,0.08058470764617691,AR,AR
Synpcc7942_0009,alr4798,argG,argG,argininosuccinate synthetase,argininosuccinate synthase,Amino acid biosynthesis,0.18076270652720167,0.32073284650296097,0.806361829025845,0.43665667166416794,a,c
Synpcc7942_2463,alr4124,"metX, metK",-,S-adenosylmethionine synthetase,S-adenosylmethionine synthetase,Other categories,0.1856081441634457,0.24721957268258826,0.8198807157057654,0.17766116941529236,a,AR
Synpcc7942_1810,all3891,dfa3,-,flavoprotein,probable flavoprotein,"Biosynthesis of cofactors, prosthetic groups, and carriers",0.048923265242732564,0.2534206901459404,0.011530815109343936,0.19640179910044978,AR,AR
Synpcc7942_1391,alr4088,comM,comM,competence protein ComM homolog,competence protein,Cellular processes,0.7752711949655807,0.5777501413250761,0.9924453280318092,0.9184782608695652,b,AR
Synpcc7942_1743,alr3355,ndhH,ndhH,NADH dehydrogenase subunit 7,NADH dehydrogenase subunit 7,Photosynthesis and respiration,0.06660966032908751,0.1682785271514793,0.0679920477137177,0.010869565217391304,AR,AR
Synpcc7942_1875,alr1753,,-,hypothetical protein,hypothetical protein,Hypothetical,0.10965835822117831,0.2742972735616376,0.3757455268389662,0.2698650674662669,AR,AR
Synpcc7942_1911,alr1240,zam,zam,protein conferring resistance to acetazolamide Zam,Zam protein,Other categories,0.1154955402104443,0.22420716567557164,0.42584493041749505,0.10569715142428786,a,AR
Synpcc7942_1198,alr4745,"phdD, lpdA",-,dihydrolipoamide dehydrogenase,dihydrolipoamide dehydrogenase,Energy metabolism,0.15341726613735832,0.3266692877182824,0.7017892644135189,0.4555847076461769,a,AR
Synpcc7942_1359,all1601,,-,hypothetical protein,hypothetical protein,Hypothetical,0.1030556474703785,0.22226438490876999,0.3165009940357853,0.10063718140929535,a,AR
Synpcc7942_0420,all2349,,-,hypothetical protein,unknown protein,Hypothetical,0.15034556482746406,0.2951193323900046,0.6866799204771372,0.34164167916041976,a,AR
Synpcc7942_1767,all4024,cydA,cydA,cytochrome oxidase d subunit I,cytochrome bd-type quinol oxidase chain I,Central intermediary metabolism,0.1286607166736453,0.3256901099150278,0.5443339960238569,0.4514617691154423,AR,AR
Synpcc7942_0655,alr4290,psbDI,psbD,photosystem II reaction center D2 protein,photosystem II reaction center D2 protein,Photosynthesis and respiration,0.05871136552897761,0.3214250597910984,0.03300198807157058,0.44021739130434784,AR,AR
Synpcc7942_2340,alr0483,,-,GTP-binding protein engA,GTP binding protein,Regulatory functions,0.12794346500115195,0.16972205461492365,0.5407554671968191,0.011806596701649175,a,AR
Synpcc7942_0111,alr1264,dnaK,dnaK,similar to DnaK protein,DnaK-type molecular chaperone,Cellular processes,0.09777708982417958,0.2608864897276224,0.26958250497017894,0.2239505247376312,AR,AR
Synpcc7942_0970,all5123,,-,similar to to phytoene dehydrogenase,hypothetical protein,Hypothetical,0.1325206758742327,0.2781807256910616,0.5737574552683896,0.2846701649175412,AR,AR
Synpcc7942_0279,alr0752,hoxF,hoxF,NADH dehydrogenase I chain F,hydrogenase subunit,Other categories,0.45018500875039363,0.3397384997996571,0.9685884691848906,0.4956896551724138,a,AR
Synpcc7942_1315,alr4571,,-,glucose inhibited division protein,glucose-inhibited division protein,Cellular processes,0.09652222333638098,0.2979441350272511,0.25924453280318094,0.3540104947526237,AR,AR
Synpcc7942_2393,all3205,gltX,gltX,glutamyl-tRNA synthetase,glutamyl-tRNA synthetase,Translation,0.09721952723494906,3.299298609220813,0.2636182902584493,0.9985007496251874,AR,AR
Synpcc7942_1100,alr2009,dnaA,dnaA,chromosomal replication initiator protein DnaA  Transcription factor DnaA family,chromosomal replication initiator protein,"DNA replication, recombination, and repair",0.12805827730660038,0.3046930805741773,0.5411530815109344,0.3766866566716642,AR,AR
Synpcc7942_0295,all5138,"met3, sopT",-,sulfate adenylyltransferase,sulfate adenylyltransferase,Transport and binding proteins,0.18212537824219746,0.31484445340573425,0.8087475149105368,0.4169790104947526,a,AR
Synpcc7942_1831,alr0051,"guaB, gnaB",-,inosine-5'-monophosphate dehydrogenase,IMP dehydrogenase,"Purines, pyrimidines, nucleosides, and nucleotides",0.1178222707521861,0.3276723097178733,0.4449304174950298,0.4585832083958021,a,AR
Synpcc7942_0884,all4337,tufA,tufA,elongation factor Tu,translation elongation factor EF-Tu,Translation,0.03986232593934448,0.3425425392274762,0.0019880715705765406,0.506184407796102,AR,AR
Synpcc7942_1292,all1323,dnaG,-,DNA primase,DNA primase,"DNA replication, recombination, and repair",0.08868259429115238,0.25859603082265314,0.19840954274353878,0.21645427286356822,AR,AR
Synpcc7942_0623,all0737,trxB,-,thioredoxin reductase,thioredoxin reductase,Photosynthesis and respiration,0.2204022803742435,0.25644756024330345,0.8799204771371769,0.2070839580209895,a,AR
Synpcc7942_2562,alr1600,,-,aluminum resistance protein homolog,similar to aluminum resistance protein,Other categories,0.07903480346988918,0.434611928717209,0.13359840954274355,0.748688155922039,AR,c
Synpcc7942_0537,alr3343,"fabF, fabJ",-,3-oxoacyl-[acyl-carrier-protein] synthase II,3-oxoacyl-[acyl-carrier-protein] synthase beta chain,"Fatty acid, phospholipid and sterol metabolism",0.08996979145851715,0.25072373818289845,0.21272365805168986,0.1875937031484258,AR,AR
Synpcc7942_1973,alr3400,,-,mannose-1-phosphate guanyltransferase,mannose-1-phosphate guanyltransferase,Energy metabolism,0.17230942563656465,0.1883614292926042,0.7793240556660039,0.03242128935532234,AR,AR
Synpcc7942_2515,alr0165,,-,hypothetical protein,hypothetical protein,Hypothetical,0.14168707858341448,0.37518406258356385,0.6333996023856859,0.5993253373313343,AR,AR
Synpcc7942_1519,all1591,hisD,hisD,histidinol dehydrogenase,histidinol dehydrogenase,Amino acid biosynthesis,0.09269549406546745,0.2886302912458109,0.23260437375745527,0.32008995502248877,AR,AR
Synpcc7942_0639,all3538,eno,-,enolase,enolase,Energy metabolism,0.1945717567676853,0.2312588224714844,0.8401590457256461,0.1257496251874063,a,AR
Synpcc7942_1779,alr4961,recN,recN,DNA repair protein RecN,DNA repair protein,"DNA replication, recombination, and repair",0.2385210888718682,0.33329632352439714,0.8982107355864811,0.47638680659670163,AR,AR
Synpcc7942_1305,alr1552,,-,ABC transporter ATP-binding protein,ATP-binding protein of ABC transporter,Transport and binding proteins,0.09095546618201722,0.3668078026443537,0.2202783300198807,0.5766491754122939,AR,AR
