protein_id_7942,protein_id_anabaena,locus_tag_7942,locus_tag_anabaena,ortholog_method,rbh_confirmed,gene_symbol_7942,annotation_7942,peak_time_h_7942,corr_p_7942,amplitude_cv_7942,rhythmic_tier_7942,gene_symbol_anabaena,annotation_anabaena,peak_time_h_anabaena,corr_p_anabaena,ri_ttest_p_anabaena,amplitude_cv_anabaena,rhythmic_tier_anabaena
WP_011377815.1,WP_010997324.1,Synpcc7942_0989,all3173,RBH,True,,hypothetical protein,10.6,4e-05,0.3985193077799267,b,-,hypothetical protein,20.0,0.007,0.163057916246082,0.7265255512041332,a
WP_011377743.1,WP_010996630.1,Synpcc7942_0818,asr2474,RBH,True,,hypothetical protein,21.2,0.0353,0.11865335123054387,a,-,hypothetical protein,20.0,,0.0984880418043602,0.2409777224749732,AR
WP_011242402.1,WP_010998389.1,Synpcc7942_1630,alr4251,RBH,True,petJ,cytochrome c553,4.4,0.00962,0.16043350680973775,a,cytA,cytochrome c6,4.0,,0.171540251792914,0.2413969480794522,AR
WP_039755728.1,WP_010997081.1,Synpcc7942_1254,all2930,RBH,True,,hypothetical protein,23.8,0.02084,0.1931986557458826,a,-,hypothetical protein,12.0,,0.542268662590953,0.2860820402883174,AR
WP_011378192.1,WP_044521338.1,Synpcc7942_1793,all2341,RBH,True,trxA,thioredoxin,22.8,0.02209,0.14303934351845798,a,-,thioredoxin 2,0.0,,0.0001525422979305,0.2933784039328008,AR
WP_011242410.1,WP_010997288.1,Synpcc7942_1460,asr3137,RBH,True,,hypothetical protein,9.8,0.01671,0.21029472713572314,a,-,hypothetical protein,20.0,,0.70840311088594,0.5147127249879836,AR
WP_011378119.1,WP_010998681.1,Synpcc7942_1636,asr4549,RBH,True,dcoH,pterin-4a-carbinolamine dehydratase,11.2,0.00221,0.2556564187811089,a,-,pterin-4a-carbinolamine dehydratase,4.0,,0.0839317213757588,0.30165308532321583,AR
WP_011377606.1,WP_010998206.1,Synpcc7942_0515,alr4066,RBH,True,,hypothetical protein,12.6,0.09743,0.1601913071639272,a,-,hypothetical protein,0.0,,0.0504510919169339,0.3023783858196853,AR
WP_231621360.1,WP_010998964.1,Synpcc7942_0268,alr4836,RBH,True,,hypothetical protein,22.8,0.02958,0.1187820718548406,a,-,hypothetical protein,0.0,,0.961054946187285,0.2817817128337385,AR
WP_011242381.1,WP_010997559.1,Synpcc7942_1611,asl3409,RBH,True,pntA,NAD(P) transhydrogenase subunit alpha,10.8,0.00042,0.9689855705518268,b,-,"nicotinamide nucleotide transhydrogenase, subunit alpha",20.0,,0.0139762682492194,1.1958911548207227,AR
WP_011244576.1,WP_010999205.1,Synpcc7942_1828,asl5079,RBH,True,,hypothetical protein,9.2,0.0626,0.11380727029653576,a,-,hypothetical protein,16.0,,0.129072371397653,2.142444964731394,AR
WP_011243254.1,WP_010994242.1,Synpcc7942_0581,all0065,RBH,True,,hypothetical protein,10.8,0.00034,0.6664611851239105,b,-,hypothetical protein,12.0,,0.568472203409932,0.3324340125644809,AR
WP_011377563.1,WP_010995510.1,Synpcc7942_0395,all1338,RBH,True,,hypothetical protein,21.0,0.04533,0.10815992240260562,a,-,hypothetical protein,20.0,,0.741075956922401,0.20398510028282774,AR
WP_011244572.1,WP_011317642.1,Synpcc7942_1832,alr4119,RBH,True,,hypothetical protein,23.8,0.02335,0.18917662640005614,a,-,hypothetical protein,12.0,,0.530725084627162,0.2865077914858257,AR
WP_011244039.1,WP_010997692.1,Synpcc7942_2376,all3542,RBH,True,,hypothetical protein,8.4,0.08646,0.15674418705141102,a,-,unknown protein,20.0,,0.314160017332566,0.40212085245348045,AR
WP_011377500.1,WP_010997409.1,Synpcc7942_0217,alr3258,RBH,True,,hypothetical protein,14.6,0.0117,0.13520233159875106,a,-,hypothetical protein,0.0,,0.0334708726847613,0.3660223677549888,AR
WP_011378249.1,WP_010997538.1,Synpcc7942_1949,alr3388,RBH,True,,hypothetical protein,10.8,4e-05,0.42506257490155736,b,-,hypothetical protein,12.0,,0.496943548161306,0.29166741412358915,AR
WP_011243520.1,WP_010996965.1,Synpcc7942_0304,alr2814,RBH,True,,hypothetical protein,11.0,9e-05,0.9346026448221051,b,-,hypothetical protein,0.0,,0.582370017186712,0.24547418657958167,AR
WP_011378453.1,WP_010998524.1,Synpcc7942_2412,all4387,RBH,True,"phb, hflC","erthyrocyte band 7 integral membrane protein, protein 7.2B, stomatin",9.4,0.00119,0.21534729462489421,a,-,hypothetical protein,20.0,,0.0281095181200396,0.24416429661862168,AR
WP_011378114.1,WP_044521759.1,Synpcc7942_1613,alr3411,RBH,True,,hypothetical protein,23.4,0.00638,0.11085659118597865,a,-,hypothetical protein,8.0,,0.176234551775273,0.3481936992947065,AR
WP_011377538.1,WP_010994184.1,Synpcc7942_0334,all0007,RBH,True,atpF,"ATP synthase B chain, H+-transporting two-sector ATPase chain b",22.0,0.03256,0.10624995926606622,a,atpF,ATP synthase subunit b,4.0,,0.332286880661139,0.34475893761887333,AR
WP_011242802.1,WP_010995516.1,Synpcc7942_1058,asr1344,RBH,True,ycf40,hypothetical protein (YCF40),12.6,0.02923,0.13332819245724986,a,-,hypothetical protein,4.0,,0.0989214286223389,0.27645608189810017,AR
WP_011244779.1,WP_010996622.1,Synpcc7942_1483,all2466,RBH,True,,hypothetical protein,21.2,0.0512,0.1081431299099661,a,-,hypothetical protein,0.0,,0.494189001275223,0.32161134260052,AR
WP_199290539.1,WP_010994900.1,Synpcc7942_2185,alr0725,RBH,True,,hypothetical protein,10.4,0.00027,0.5986194101349597,b,-,hypothetical protein,20.0,,0.648647264238537,0.46660611606992564,AR
WP_011244781.1,WP_010995833.1,Synpcc7942_1485,asl1664,RBH,True,,hypothetical protein,21.0,0.08822,0.12784466914895387,a,-,hypothetical protein,0.0,,0.389893618929048,0.3424282994911094,AR
WP_011377957.1,WP_010995807.1,Synpcc7942_1283,all1638,RBH,True,,molybdopterin converting factor subunit 2,22.4,0.01827,0.10561393084404563,a,moaE,"molybdopterin converting factor, subunit 2",0.0,,0.0950370782318551,0.32564825784412516,AR
WP_011242446.1,WP_010995038.1,Synpcc7942_1424,all0864,RBH,True,ccmN,carbon dioxide concentrating mechanism protein CcmN,20.6,0.0067,0.16358119331128523,a,ccmN,carbon dioxide concentrating mechanism protein CcmN,4.0,,0.0137859583714487,0.4182089193769488,AR
WP_011243297.1,WP_010997493.1,Synpcc7942_0536,asr3342,RBH,True,acpP,acyl carrier protein,23.0,0.05516,0.13534606844889374,a,-,acyl carrier protein,20.0,,0.0060364697848802,0.23783851775973286,AR
WP_011378268.1,WP_010997122.1,Synpcc7942_1987,all2971,RBH,True,rpaC,hypothetical protein,8.8,4e-05,0.2027608359181084,a,rpaC,hypothetical protein,8.0,,0.0004185995553513,0.41234749912230845,c
WP_011243002.1,WP_010997412.1,Synpcc7942_0850,asl3261,RBH,True,,hypothetical protein,20.2,0.03595,0.15625525398519693,a,-,hypothetical protein,20.0,,0.0970717978700037,0.5490621547846706,AR
WP_011243311.1,WP_010997407.1,Synpcc7942_0521,all3256,RBH,True,,hypothetical protein,22.4,0.02488,0.203451278896686,a,-,hypothetical protein,0.0,,0.722815658122407,0.28585068072593933,AR
WP_011242795.1,WP_010998735.1,Synpcc7942_1065,alr4604,RBH,True,,hypothetical protein,12.2,0.00961,0.21767342503340165,a,-,type I site-specific deoxyribonuclease chain R,0.0,,0.016295907877729,0.2948788864058145,AR
WP_011243405.1,WP_010998720.1,Synpcc7942_0423,asr4588,RBH,True,,hypothetical protein,11.6,0.00034,0.18851083569656338,a,-,hypothetical protein,8.0,,0.0305350378110636,0.17044111826804137,AR
WP_011243153.1,WP_010996919.1,Synpcc7942_0688,alr2766,RBH,True,,transcriptional regulator  ArsR type-2 family,10.0,0.00378,0.22254510529402816,a,-,transcriptional regulator,16.0,,0.224498380862936,0.22709160028758452,AR
WP_011244428.1,WP_010998096.1,Synpcc7942_1978,alr3955,RBH,True,trx,Trx (thioredoxin m),9.0,0.09384,0.11973582192766434,a,-,thioredoxin,12.0,,0.0003696285772693,0.40840330378522405,AR
WP_011243866.1,WP_010994944.1,Synpcc7942_2554,all0770,RBH,True,,hypothetical protein,11.0,0.0026,0.4994220084500826,a,-,hypothetical protein,0.0,,0.0921132435062159,0.477045216744087,AR
WP_011243154.1,WP_044520779.1,Synpcc7942_0687,all0937,RBH,True,,hypothetical protein,9.6,0.0053,0.27044763533046584,a,-,unknown protein,0.0,,0.535390707056846,0.34702447577873147,AR
WP_011377732.1,WP_010996501.1,Synpcc7942_0796,alr2345,RBH,True,,hypothetical protein,12.2,0.00747,0.20058451341475325,a,-,hypothetical protein,12.0,,0.358194582278599,0.6224824114188772,AR
WP_011242851.1,WP_010996643.1,Synpcc7942_1006,all2487,RBH,True,,hypothetical protein,0.3999999999999986,0.06578,0.1464641787014085,a,-,hypothetical protein,4.0,,0.0424837806322697,0.3241353376360992,AR
WP_011378477.1,WP_010998451.1,Synpcc7942_2465,asr4313,RBH,True,,hypothetical protein,9.8,0.00938,0.17964488393503902,a,-,hypothetical protein,8.0,,0.0035108696047602,0.2934212771858055,AR
WP_011242388.1,WP_010997566.1,Synpcc7942_1618,alr3416,RBH,True,,hypothetical protein,21.2,0.00684,0.13685780100155998,a,-,hypothetical protein,20.0,,0.0881498719300332,0.23911079110673467,AR
WP_011243702.1,WP_010994767.1,Synpcc7942_0114,all0591,RBH,True,,hypothetical protein,22.8,0.01471,0.14136590521753814,a,-,hypothetical protein,4.0,,0.126126535534506,0.4523796086199637,AR
WP_011242928.1,WP_010999464.1,Synpcc7942_0926,alr5340,RBH,True,,hypothetical protein,22.2,0.00394,0.11771100054482597,a,-,hypothetical protein,0.0,,0.390590781350225,0.5165787952531615,AR
WP_011242934.1,WP_010998905.1,Synpcc7942_0920,asr4775,RBH,True,"psaK, psaK1",photosystem I reaction center subunit X,1.4,0.06656,0.12344573921224873,a,psaK,photosystem I reaction center subunit X,12.0,,0.931154731029928,0.5139312187532034,AR
WP_011243533.1,WP_011320507.1,Synpcc7942_0291,asl3112,RBH,True,,hypothetical protein,11.4,0.01413,0.1526661196418949,a,-,hypothetical protein,16.0,,0.300592061925286,0.43334686981894105,AR
WP_011378212.1,WP_010994509.1,Synpcc7942_1836,all0333,RBH,True,,hypothetical protein,22.2,0.00193,0.10373871425355084,a,-,hypothetical protein,12.0,0.008,0.359337223149235,0.37023614657846476,a
WP_011244227.1,WP_010996899.1,Synpcc7942_2178,alr2746,RBH,True,,hypothetical protein,1.0,0.0245,0.17679000916681895,a,-,hypothetical protein,0.0,,0.689482458381422,0.1727054977498926,AR
WP_011242818.1,WP_010998887.1,Synpcc7942_1042,all4757,RBH,True,,hypothetical protein,7.8,0.03728,0.3257335231031969,a,-,hypothetical protein,12.0,,0.0002974314859824,0.3517743582446066,AR
WP_011244035.1,WP_010995337.1,Synpcc7942_2380,all1164,RBH,True,,hypothetical protein,11.4,0.00991,0.16380482485369435,a,-,hypothetical protein,0.0,,0.0449591778584395,0.2816494847583484,AR
WP_011242937.1,WP_010994495.1,Synpcc7942_0917,asl0319,RBH,True,,hypothetical protein,0.6,0.01009,0.1489665912344449,a,-,hypothetical protein,0.0,,0.0759473687530641,0.2791257497689249,AR
WP_011244384.1,WP_010997971.1,Synpcc7942_2021,asr3830,RBH,True,,conserved hypothetical protein; conserved gene cluster,12.0,0.02845,0.23323838856257728,a,-,conserved hypothetical protein; conserved gene cluster,20.0,,0.115491791596439,0.3729818677337576,AR
WP_011377562.1,WP_010998015.1,Synpcc7942_0393,alr3874,RBH,True,,hypothetical protein,22.2,0.00942,0.13690388372587978,a,-,hypothetical protein,0.0,,0.865014023811444,0.36877616913817873,AR
WP_011377971.1,WP_010995295.1,Synpcc7942_1302,all1122,RBH,True,,,22.8,0.04158,0.14655545748125615,a,-,hypothetical protein,0.0,,0.8961081816336,0.3518766492673575,AR
WP_011378036.1,WP_010997061.1,Synpcc7942_1447,all2910,RBH,True,icfA,carbonic anhydrase,22.4,0.0007,0.16660895440243603,a,-,carbonate dehydratase,16.0,,0.0002213902024855,0.5689059858399771,AR
WP_011243531.1,WP_044521955.1,Synpcc7942_0293,alr3855,RBH,True,,hypothetical protein,0.2,0.01547,0.1656323767122823,a,-,hypothetical protein,12.0,,0.448599939720645,0.16521637215885196,AR
WP_011377446.1,WP_010998283.1,Synpcc7942_0110,all4144,RBH,True,,hypothetical protein,11.2,0.03001,0.23096479036620166,a,-,hypothetical protein,0.0,,0.627756870604111,0.1729123360324293,AR
WP_011243581.1,WP_010995444.1,Synpcc7942_0244,all1272,RBH,True,glgP,glycogen phosphorylase,10.6,0.00071,0.7844011067647964,b,-,probable glycogen phosphorylase,16.0,0.028,0.0288971054113862,0.7333317122815528,b
WP_011377439.1,WP_010998100.1,Synpcc7942_0100,alr3959,RBH,True,,hypothetical protein,11.4,0.01936,0.4068034314747769,a,-,unknown protein,4.0,,0.112244532721371,0.2768964482507892,AR
WP_011378225.1,WP_010995468.1,Synpcc7942_1866,alr1296,RBH,True,,hypothetical protein,20.8,0.00409,0.1724382256170553,a,-,hypothetical protein,20.0,,0.101515750326782,0.24667470978109107,AR
WP_011244284.1,WP_010995333.1,Synpcc7942_2118,alr1160,RBH,True,,hypothetical protein,8.4,0.01495,0.13559800115138593,a,-,hypothetical protein,4.0,,0.405159539704868,0.17654185836010503,AR
WP_011243285.1,WP_010995411.1,Synpcc7942_0548,all1239,RBH,True,,hypothetical protein,21.8,0.06606,0.10793221298235635,a,-,hypothetical protein,12.0,,0.298071752943756,0.22429285202436172,AR
WP_011377531.1,WP_010995964.1,Synpcc7942_0312,alr1796,RBH,True,,hypothetical protein,11.6,0.00229,0.4097584839108129,a,-,hypothetical protein,0.0,,0.487202730037142,0.47616325146686667,AR
WP_231621289.1,WP_010994995.1,Synpcc7942_1506,alr0821,RBH,True,,hypothetical protein,10.0,0.00134,0.38062514429901617,a,-,hypothetical protein,12.0,,0.599877388343266,0.6514191700857144,AR
WP_011244560.1,WP_010995335.1,Synpcc7942_1844,all1162,RBH,True,,hypothetical protein,18.8,0.045,0.12489864936546534,a,-,hypothetical protein,8.0,,0.0005946479885503,0.38648004412262277,AR
WP_039755972.1,WP_010995232.1,Synpcc7942_1351,all1058,RBH,True,,hypothetical protein,23.0,0.06431,0.14060663323537653,a,-,hypothetical protein,20.0,,0.0217335667858373,0.3973997619556764,AR
WP_011242840.1,WP_190449811.1,Synpcc7942_1018,alr3583,RBH,True,,hypothetical protein,20.8,0.08467,0.14377763499708113,a,-,unknown protein,0.0,,0.706613842389028,0.38266678392951875,AR
WP_011377433.1,WP_010994465.1,Synpcc7942_0085,alr0288,RBH,True,,hypothetical protein,11.2,0.07537,0.18494432204892053,a,-,putative hydrolase,0.0,,0.0244887609534914,0.2575775592222062,AR
WP_011242473.1,WP_010998590.1,Synpcc7942_1396,asr4457,RBH,True,,hypothetical protein,10.2,6e-05,0.2974608238300798,b,-,unknown protein,12.0,,0.0918208673948071,0.20269100923299294,AR
WP_011243244.1,WP_010999261.1,Synpcc7942_0591,alr5135,RBH,True,,hypothetical protein,13.6,0.09243,0.10069468073475506,a,-,hypothetical protein,0.0,,0.536191147048245,0.32807885240604406,AR
WP_011243444.1,WP_010997925.1,Synpcc7942_0382,asl3784,RBH,True,,hypothetical protein,8.2,0.06841,0.12278498266645482,a,-,hypothetical protein,20.0,,0.265698070378032,0.40766397506562485,AR
WP_011243916.1,WP_010998658.1,Synpcc7942_2500,alr4525,RBH,True,,hypothetical protein,9.0,0.00012,0.27403767922416017,b,-,unknown protein,12.0,,0.482668103965012,0.4135195881282465,AR
WP_011377947.1,WP_010995931.1,Synpcc7942_1267,all1763,RBH,True,,,22.8,0.00737,0.11832286498681578,a,-,hypothetical protein,4.0,,0.408278311361551,0.29971924961557356,AR
WP_011377763.1,WP_010997675.1,Synpcc7942_0851,alr3525,RBH,True,purM,phosphoribosyl formylglycinamidine cyclo-ligase,19.8,0.01706,0.11561629734153324,a,-,phosphoribosylformylglycinamidine cyclo-ligase,0.0,,0.823413355698825,0.3623319274803732,AR
WP_011243182.1,WP_010998216.1,Synpcc7942_0658,asr4076,RBH,True,,hypothetical protein,19.6,0.01631,0.1250970192152722,a,-,hypothetical protein,0.0,,0.0772694683406173,0.2508679333625243,AR
WP_011377575.1,WP_044521468.1,Synpcc7942_0429,all2736,RBH,True,,,9.0,0.06672,0.22153400918090804,a,-,hypothetical protein,16.0,,0.0034198992275345,0.23002103519468622,AR
WP_011243609.1,WP_010996893.1,Synpcc7942_0215,all2740,RBH,True,,hypothetical protein,7.4,0.0051,0.1393422484937713,a,-,hypothetical protein,12.0,,0.014203615095843,0.3161101159518028,AR
WP_011244400.1,WP_010996350.1,Synpcc7942_2005,all2192,RBH,True,,flm3 region hypothetical protein 4,22.2,0.01483,0.1194513929885302,a,-,hypothetical protein,0.0,,0.33416648896017,0.5175529972845531,AR
WP_011242330.1,WP_044520859.1,Synpcc7942_1559,alr1276,RBH,True,,hypothetical protein,10.2,0.00012,0.12024330697740644,a,-,putative acetyl transferase,12.0,,0.0193382138081541,0.35719271874702613,AR
WP_011377648.1,WP_010997039.1,Synpcc7942_0617,alr2888,RBH,True,,hypothetical protein,12.0,0.09332,0.17463504174012354,a,-,hypothetical protein,16.0,,0.206796183577186,0.28626564707295965,AR
WP_011242766.1,WP_010997942.1,Synpcc7942_1095,alr3801,RBH,True,,hypothetical protein,10.0,0.00018,0.3199518030664133,b,-,unknown protein,0.0,,0.353825047404599,0.24005579488962028,AR
WP_011242829.1,WP_010995432.1,Synpcc7942_1029,alr1260,RBH,True,ilvE,branched-chain amino acid aminotransferase,20.6,0.00175,0.15133806054865698,a,-,hypothetical protein,8.0,,0.0203989740358297,0.3455229602109947,AR
WP_011244409.1,WP_010994690.1,Synpcc7942_1997,asl0514,RBH,True,hliA,high light-inducible protein,11.4,0.08739,0.241132464353847,a,-,CAB/ELIP/HLIP superfamily,4.0,,0.636548394664604,0.4914454299562837,AR
WP_011244439.1,WP_010997746.1,Synpcc7942_1966,asl3597,RBH,True,,hypothetical protein,21.8,0.08778,0.12598179911060992,a,-,hypothetical protein,20.0,,0.0152901470291205,0.5439648032716781,AR
WP_011243236.1,WP_044522434.1,Synpcc7942_0599,alr4992,RBH,True,,"transcriptional regulator,  TetR/AcrR family",10.8,0.00115,0.947482940413369,a,-,unknown protein,0.0,,0.232596198054035,0.3273035418739841,AR
WP_039755541.1,WP_010998196.1,Synpcc7942_2476,alr4056,RBH,True,,hypothetical protein,8.4,0.00061,0.15084774551871014,a,-,hypothetical protein,12.0,,0.0686744327942725,1.1265155056684102,AR
WP_011242436.1,WP_010995306.1,Synpcc7942_1434,alr1133,RBH,True,,hypothetical protein,20.6,0.00205,0.11269241611995652,a,-,hypothetical protein,20.0,,0.237664338629382,0.6076201263274866,AR
WP_011377915.1,WP_197535804.1,Synpcc7942_1201,all0042,RBH,True,,probable glycosyltransferase,20.8,0.09592,0.11122107237254342,a,-,hypothetical protein,16.0,,0.590803249364212,0.2951244270903897,AR
WP_011244739.1,WP_044521105.1,Synpcc7942_1659,all1864,RBH,True,,nitroreductase,22.8,0.06154,0.1139949756702038,a,-,similar to NADH dehydrogenase,0.0,,0.866393747325485,0.19095879691043358,AR
WP_011377541.1,WP_190449595.1,Synpcc7942_0342,all2267,RBH,True,,hypothetical protein,9.8,0.00093,0.15288138728645023,a,-,hypothetical protein,20.0,,0.65626440574982,0.4255419282227782,AR
WP_011243449.1,WP_010998154.1,Synpcc7942_0377,asl4014,RBH,True,,hypothetical protein,0.0,0.00021,0.25355796523441554,b,-,unknown protein,4.0,,0.684825760468536,0.27198930707442726,c
WP_011244389.1,WP_010995115.1,Synpcc7942_2016,asr0941,RBH,True,psbX,photosystem II PsbX protein,22.8,0.05677,0.101420170663291,a,psbX,photosystem II protein,8.0,,0.0015138711285967,0.2610597826462316,AR
WP_011243602.1,WP_010994656.1,Synpcc7942_0222,alr0480,RBH,True,,hypothetical protein,21.4,0.08148,0.11666316025016112,a,-,hypothetical protein,0.0,,0.0002993187226958,0.35414913989394625,AR
WP_011378430.1,WP_010994694.1,Synpcc7942_2367,alr0518,RBH,True,,,6.2,0.08421,0.2504109615332825,a,-,hypothetical protein,0.0,,0.263453792021715,0.4395831769827031,AR
WP_011242317.1,WP_044522246.1,Synpcc7942_1545,alr4601,RBH,True,,similar to plasmid stabilization protein StbB homolog,7.0,0.02946,0.14192738787076228,a,-,hypothetical protein,12.0,,0.867894585875661,0.44600427688592315,AR
WP_011244171.1,WP_010996900.1,Synpcc7942_2237,all2747,RBH,True,,,10.2,0.05516,0.24096026055900122,a,-,similar to precorrin methylase,0.0,,0.481227388861433,0.3770434110375615,AR
WP_011378360.1,WP_231865481.1,Synpcc7942_2196,all3916,RBH,True,,,10.4,5e-05,0.3282971316569457,b,-,unknown protein,0.0,,0.714053429603468,0.24690710171269178,AR
WP_011244163.1,WP_010998132.1,Synpcc7942_2245,asr3992,RBH,True,psbZ,photosystem II PsbZ protein,0.20000000000000284,0.08325,0.10426747694730878,a,psbZ,photosystem II PsbZ protein,8.0,,0.0163434225462418,0.7819071696745968,AR
WP_011243867.1,WP_010994874.1,Synpcc7942_2553,alr0699,RBH,True,hypA,putative hydrogenase expression/formation protein HypA1,11.2,0.0062,0.4474763058486319,a,hupA,hydrogenase expression/formation protein,4.0,,0.0044675705352757,0.4297661109995562,AR
